ID,FIRST,LAST,HAND,BIRTHDATE,COUNTRY
103562,Sam,Swan,U,19800510,AUS
117449,Daniel,Shirley,U,19800912,GBR
103447,Renato,Silveira,U,19790927,BRA
108846,Syed,Nasir Sherazi,U,19800224,PAK
117908,Gregor,Turin,U,19710315,SLO
117400,Erik,Truempler,U,19761012,GER
117767,Ryo,Tanaka,U,19780216,JPN
118102,Aleksandar,Tunjic,U,19800221,GER
111700,Stephan,Timu,R,19830301,CAN
103824,Orest,Tereshchuk,U,19810818,UKR
102708,Luis,Uribe,R,19760107,MEX
102885,Vishal,Uppal,R,19761110,IND
109409,Luis,Valencia,R,19650703,GUA
122934,Petr,Vymetalek,U,19750114,CZE
117416,Ramiro,Videa,U,19740222,BOL
117422,Richard,Villegas,R,19780623,BOL
111126,Martin,Woisetschlager,R,19770708,GER
126067,Mark,Williams W303,U,,USA
111374,Lachlan,Williams,U,19740924,AUS
117867,Masashi,Yoshikawa,R,19780131,JPN
190042,Aitor,Zubiarrain,R,19760227,ESP
117899,Pavel,Zelenkin,U,19790219,RUS
104079,Marius,Zay,U,19821025,GER
103220,Oh Hee,Kwon,R,19780618,KOR
103857,Igor,Kunitsyn,R,19810930,RUS
103716,Uros,Vico,R,19810219,ITA
103485,Ivan,Beros,R,19791230,CRO
103789,Irakli,Labadze,L,19810609,GEO
103990,Tommy,Robredo,R,19820501,ESP
102467,Fazaluddin,Syed,R,19741018,IND
103835,Filippo,Volandri,R,19810905,ITA
103350,Denis,Golovanov,L,19790327,RUS
102244,Gregory,Girault,R,19730719,FRA
102523,Mike,Mather,R,19750130,USA
103846,Mariano,Campos,R,19810914,ARG
103580,Alexander,Peya,R,19800627,AUT
102820,David,Mcnamara,R,19760626,AUS
103335,Chris,Rae,R,19790308,AUS
103105,Ruben,Ramirez Hidalgo,R,19780106,ESP
103513,Glenn,Knox,R,19800223,AUS
103735,Lovro,Zovko,R,19810318,CRO
103470,Robert,Kendrick,R,19791115,USA
103484,James,Blake,R,19791228,USA
103533,Simon,Wernhart,R,19800323,AUT
102429,Mitty,Arnold,R,19740715,USA
102593,Alberto,Albertini,R,19750530,ITA
103319,Jeff,Morrison,R,19790204,USA
103161,Ryan,Sachire,R,19780402,USA
103395,Julio,Silva,R,19790701,BRA
103458,Mark,Parsons,U,19791025,CAN
103132,Jens Peter,Wenner,U,19780202,GER
103601,Sebastian,Jaeger,R,19800725,GER
103645,Balazs,Veress,R,19801012,HUN
103733,Luben,Pampoulov,R,19810314,AUT
103518,Cyril,Martin,R,19800228,FRA
103378,Bernard,Parun,R,19790524,GER
103529,Aisam Ul Haq,Qureshi,R,19800317,PAK
102946,Thorsten,Wolff,R,19770304,GER
103156,Alessandro,Da Col,R,19780311,ITA
103656,Albert,Montanes,R,19801126,ESP
103849,Francesco,Aldi,R,19810917,ITA
103076,Justin,Oneal,R,19771024,USA
103661,Pedro,Rico,U,19801209,ESP
103321,Vinod,Sridhar,U,19790205,IND
102771,Leslie,Demiliani,R,19760412,FRA
102500,Ryan,Ideta,R,19741227,USA
103559,David,Sherwood,R,19800506,GBR
103506,Martin,Vassallo Arguello,R,19800210,ARG
103360,Pieter,Joubert,U,19790424,RSA
103113,Alexander,Sikanov,R,19780113,RUS
103594,Oliver,Marach,R,19800716,AUT
102719,Jesse,Walter,U,19760130,USA
103511,Jose Ezequiel,Lido,R,19800218,ESP
102502,Paul,Harsanyi,U,19741230,USA
103329,Daniel,Casquero,R,19790224,ESP
103351,Tomas,Jecminek,R,19790327,CZE
103582,Michael,Berrer,L,19800701,GER
103709,Kristian,Pless,R,19810209,DEN
103210,Julien,Raynal,R,19780602,FRA
103532,Ignacio,Gonzalez King,R,19800323,ARG
103501,Vijay,Kannan,R,19800204,IND
103476,Israel,Vior Diaz,R,19791127,ESP
103610,Mirko,Pehar,R,19800805,USA
103241,Lars,Zimmermann,R,19780726,GER
102573,Robert,Samuelsson,R,19750410,SWE
104156,Sunil,Kumar,R,19830404,IND
103924,Marc,Fornell Mestres,R,19820126,ESP
103967,Michael,Lammer,R,19820325,SUI
103579,Courage,Anyidoho,U,19800623,GHA
103710,Federico,Abadie,R,19810211,ARG
103057,Tony,Parun P991,U,19770926,GER
103603,Steven,Bijl,U,19800730,NED
103332,Todd,Scheck,U,19790227,USA
103911,Julien,Cassaigne,U,19820114,FRA
103494,Juan Ignacio,Herrero,U,19800119,ARG
103673,Clayton,Almeida,U,19801226,BRA
102541,Yusmawan,Fahmi,R,19750223,INA
103790,Manoj,Mahadevan,U,19810609,IND
103680,Andreas,Bubik,R,19810103,USA
103560,KJ,Hippensteel,L,19800508,USA
103686,Glen,Bertram,U,19810113,AUS
102098,Gerardo,Morones,R,19720807,MEX
103400,Hendri,Susilo Pramono,R,19790705,INA
103379,Arne,Kreitz,R,19790525,GER
103874,Maarten,Paas,U,19811108,NED
103587,Andres,Dellatorre,R,19800709,ARG
103345,Bjorn,Krenzer,U,19790321,GER
103334,Ronaldo,Carvalho,U,19790228,BRA
104082,Hiroki,Kondo,R,19821105,JPN
103684,Benedikt,Dorsch,R,19810110,GER
102801,Paul Patrick,Brabant,U,19760605,BEL
117692,Shivshanker,Kanbargimath,U,19780426,IND
111526,Mark,Loughrin,U,19770702,USA
123637,Cornelius,Krogscheepers,U,19760726,RSA
104269,Fernando,Verdasco,L,19831115,ESP
103873,Antonio,Baldellou Esteva,U,19811108,ESP
103898,Julien,Benneteau,R,19811220,FRA
103266,Matthis,Kempe Bergman,U,19780925,SWE
117719,Tomaz,Berendijas,R,19790206,SLO
123636,Ingo,Manning,R,19810515,RSA
110478,Ferran,Ventura Martell,R,19780505,ESP
104339,Mario,Ancic,R,19840330,CRO
102677,Kiantki,Thomas,R,19751028,USA
103917,Nicolas,Mahut,R,19820121,FRA
103481,Hans,Grobecker,R,19791217,SWE
117682,Arnaud,Dalbergue,U,19770421,MON
103920,Sanchai,Ratiwatana,R,19820123,THA
109466,Kamlesh,Shukla,U,19791230,IND
103437,Francesco,Piccari,R,19790907,ITA
109731,Sandor,Martinez,U,19810321,CUB
118171,Stuart,Duncan,U,19760616,USA
123185,Luca,Rosatone,U,19760511,ITA
104158,Andrew,Anderson,R,19830408,RSA
109667,Juan Carlos,Baca,R,19800426,MEX
103916,Cristian,Villagran,R,19820120,ARG
103832,Matias,Ormaza,U,19810830,ARG
111284,Anthony,Hampson,U,19810115,AUS
109066,Tamas,Szepvolgyi,R,19790716,HUN
103701,Diego,Hartfield,R,19810131,ARG
104069,Andrew,Mcdade,U,19821015,RSA
102504,Vitali,Chvets,U,19750101,BLR
110781,Vasilly,Kazhera,U,19820129,BLR
118065,Samuel,Webster,U,19790119,USA
103866,Luiz,Carvalho,R,19811018,BRA
103971,Karol,Beck,R,19820403,SVK
104148,Lionel,Noviski,U,19830324,ARG
103699,Fred,Hemmes,R,19810128,NED
103976,Juan Pablo,Brzezicki,R,19820412,ARG
122984,Sebastian,Alizon,U,19750225,FRA
117374,Matthew,Coghlan,U,19760717,AUS
109728,Akshay,Vishal Rao,R,19820515,IND
103706,Daniel,Norberg,U,19810207,SWE
102829,Alberto,Lopez Nunez,U,19760710,ESP
103942,James,Nelson,R,19820218,GBR
117577,Rene,Hohm,U,19770421,GER
103999,Thiago,Alves,R,19820522,BRA
103399,Carlos,Rexach Itoiz,U,19790704,ESP
109654,Troy,Hargreaves,U,19750101,AUS
103958,Philip,Gubenco,L,19820314,CAN
117597,Nick,Beirnaert,R,19781028,BEL
103200,Gergely,Hultai,R,19780524,HUN
103429,Peter,Luczak,R,19790831,AUS
103570,Fabian,Roetschi,U,19800525,SUI
125481,Nelson,Almeida,U,19790906,POR
103552,Carlos,Gonzalez Leiva,R,19800424,CHI
117618,Anthony,Maublanc,U,19770122,FRA
117688,Anand,Radhakrishnan,U,19751210,IND
118516,Petrus,Molefe,U,19760123,BOT
123323,Ashley,Fickel,U,19800220,USA
104217,Simon,Stadler,L,19830720,GER
103340,Isaac,Tortades,R,19790314,ESP
117824,Jose,Hernandez Page,U,19710319,MEX
103986,Radoslav,Lukaev,R,19820424,BUL
102532,Gabriel,Ledru,U,19750214,FRA
117448,Aidan,Graveson,U,19791227,GBR
103818,Pierre,Berntson,U,19810808,SWE
103657,Ivo,Klec,R,19801128,SVK
117549,Jose Luis,Lara Salinas,U,19810707,ESP
103959,Harel,Srugo,R,19820315,ISR
124616,Roberto,Tarpani,U,19740404,ITA
103823,Denis,Gremelmayr,L,19810816,GER
102683,Matt,Guyaux,U,19751109,USA
103910,Tres,Davis,R,19820113,USA
111603,Richard,Brooks,L,19810611,GBR
108611,Victor,Ribas,U,19780817,MDA
109153,Denis,Kurmatov,R,19810108,UZB
103267,Tiago,Galvao,U,19780929,BRA
117431,Christoph,Haid,U,19810210,AUT
109715,Igor,Ibrisbegovic,U,19810317,BIH
108600,Sean,Cooper,U,19790629,IRL
111242,Tyson,Parry,R,19780318,CAN
104000,Andrey,Dernovskiy,U,19820523,UKR
109616,Anton,Povkhan,R,19791021,UKR
117829,Dustin,Mauck,U,19770719,USA
103891,Alexandros,Jakupovic,R,19811214,GRE
102011,Sung Ho,Im,R,19720120,KOR
103995,Pedro,Leao,R,19820511,POR
117650,Haydn,Wakefield,U,19770110,RSA
103812,Victor,Hanescu,R,19810721,ROU
103947,Ivan,Esquerdo,U,19820227,ESP
103817,Yu Jr,Wang,L,19810801,CHN
109231,Janne,Holmia,U,19821213,FIN
103175,Toshihide,Matsui,R,19780419,JPN
102160,Gordon,Uehling,R,19721230,USA
103743,Domenic,Marafiote,U,19810407,AUS
117819,Eric,Faulk,U,19750930,USA
103975,Eric,Nunez,R,19820409,USA
103773,Markus,Kanellos,R,19810513,AUT
117832,Ry,Tarpley,L,19760824,USA
109276,Eduardo,Cardoso,U,19820107,BRA
109506,Christian,Voss,U,19800221,GER
117569,Mikko,Viljanen,U,19771228,FIN
102774,Katsushi,Fukuda,R,19760414,JPN
104047,Nicolo,Cotto,U,19820816,ITA
103989,Christophe,Deveaux,U,19820429,FRA
109341,Peter,Carpenter,U,19950424,USA
109458,Stefan,Enciu,U,19810822,ROU
117737,Raffaello,Pozzi,U,19720121,ITA
117629,Heiko,Wunderlich,U,19780302,GER
109134,Giorgio,Prouse,R,19730730,ITA
117481,Nian Fei,Zhang,U,19790206,CHN
118053,Ognian,Kolev,L,19790607,BUL
109730,Kaptan,Karsolia,U,19811124,IND
117624,Markus,Krimmer,U,19820212,GER
104360,Adam,Chadaj,L,19840501,POL
109367,Michele,Scardigno,R,19810205,ITA
117635,Paul,Arber,R,19751102,AUS
103984,Julien,Mathieu,R,19820422,FRA
117625,Thorsten,Schleidt,U,19820327,GER
117679,Sonny,Van Der Velden,R,19800310,BEL
117909,Matjaz,Pogacnik,U,19770820,SLO
102980,Rafael,Fontes,U,19770427,BRA
117986,Michael,Griesser,U,19770908,USA
122847,Shaun,Smith,U,19780324,RSA
117780,Mitsuru,Tanaka,U,19780531,JPN
104099,Israel,Matos Gil,U,19821214,ESP
103479,Iker,Bilbao,R,19791206,ESP
103615,Patrick,Schnidrig,U,19800811,SUI
102499,Gianluca,Bolognino,U,19741224,ITA
109464,Julian,Edwards,U,19810213,GBR
117436,Luis,Barbosa,R,19801101,BRA
104010,Dieter,Kindlmann,R,19820603,GER
117383,Christian,Meyer,U,19771207,GER
103762,John Paul,Fruttero,R,19810430,USA
103921,Sonchat,Ratiwatana,R,19820123,THA
117823,Santiago,Sahagun,U,19800215,MEX
109652,Jacopo,Vignola,U,19820220,ITA
104061,Peter,Richman,U,19820920,CAN
123359,Anacleto,Mapelli,U,19730616,ITA
117626,Nino,Ulrich,U,19820904,GER
103283,Daniel,Dios,U,19781121,ESP
104078,Daniel,Wendler,R,19821023,AUS
117466,Yi,Liu,U,19800820,CHN
109000,Matthew,Emery,U,19830516,USA
103488,Carl Henrik,Hansen,U,19800105,SWE
109132,Torsten,Riedel,U,19650923,GER
117378,Phillip,Harris,U,19800909,AUS
104259,Philipp,Kohlschreiber,R,19831016,GER
102678,Jonathan,Garcia Leo,U,19751101,ESP
109225,Issam,Jellali,R,19810322,TUN
104063,Mait,Kunnap,U,19820923,EST
103628,Vladimir,Bistryavichus,R,19800909,UZB
104090,Nikolay,Mishin,U,19821126,RUS
103235,Nenad,Toroman,U,19780716,USA
117772,Junichi,Ishiura,R,19780602,JPN
109109,Fabio,Docche,U,19840312,ITA
108758,Kossi,Loglo,U,19790725,TOG
108682,Stephen,Nugent,U,19810904,IRL
104014,Lee,Childs,R,19820611,GBR
118367,Martin,Wetzel,U,19800301,GER
109509,Manfredi,Magris,U,19761215,ITA
117548,Rafael,Garcia Alex,U,19811215,ESP
123265,Tim,Schouten,U,19800428,NED
103923,Radoslaw,Nijaki,U,19820125,POL
103604,Ignacio,Vila,U,19800731,ESP
103412,Matthew,Hanlin,U,19790724,GBR
117640,Sebastian,Falk,U,19810711,GER
117734,Barry,Scollo,U,19800410,GBR
109187,Jaromir,Linek,R,19771004,CZE
117628,Oliver,Maiberger,U,19780630,GER
117678,Bert,Van Driessen,R,19800114,BEL
108917,Hcone,Thompson,U,19810130,BAH
111543,Jacobo,Hernandez,R,19820410,MEX
117523,Patric,Stalbark,U,19730912,SWE
117885,Florin,Nedelcu,U,19800422,ROU
118316,Stefan,Weeda,U,19810205,NED
117504,Tim,Davis,U,19750627,GBR
103929,Philipp,Marx,R,19820203,GER
109507,Sebastian,Schmidt,U,19811114,GER
117778,Tetsushi,Tsuchiya,U,19730705,JPN
117812,Patricio,Espinosa,U,19770612,MEX
103491,Mads,Gottlieb,U,19800108,DEN
117830,Alfredo,Madrigal,U,19781205,MEX
103432,Branislav,Sekac,R,19790903,SVK
109344,Taketo,Kikusui,R,19701203,JPN
102865,Doug,Bohaboy,R,19760925,USA
103688,Angelo,Niculescu,U,19810115,ROU
109340,Juan,Barragan,R,19821227,ECU
117775,Yoshio,Tanikawa,U,19711013,JPN
103625,Adriano,Biasella,R,19800901,ITA
117726,Stefan,Suter,U,19780909,SUI
117591,Johan,Barras,R,19780111,FRA
109586,Philipp,Stark,U,19810112,GER
103660,Nick,Rainey,R,19801207,USA
117642,Wim,Fissette,U,19800322,BEL
109726,Davashish,Tilak,U,,IND
104144,Alvaro,Izquierdo,U,19830318,ESP
109729,Jayant,Sood,U,19771019,IND
104249,Marcelo,Melo,R,19830923,BRA
109505,Seung Hoon,Ohuchi,R,19790516,KOR
109534,Kristijan,Mitrovski,R,19821102,MKD
103883,Lucas,Engel,U,19811201,BRA
103663,Matias,Boeker,R,19801211,USA
111681,Dumitru,Caradima,U,19790506,ROU
117932,Can,Akkoyun,R,19790915,TUR
108991,Sergei,Petrouchevsky,U,19800323,RUS
117662,Christos,Serbesis Tsarudis,U,19780302,GRE
117693,Shailesh,Dhoble,U,19781112,IND
118069,Kolo,Rosenthal,U,19770601,USA
109467,Woo Ram,Kim,U,19850807,KOR
109727,Alok,Bhatnagar,U,,IND
104091,Miguel Angel,Lopez Jaen,R,19821129,ESP
103336,Marko,Neunteibl,U,19790310,AUT
117781,Yuji,Oyama,R,19820201,JPN
109018,Dmitri,Kotchetkov,U,19801224,AUT
103974,Aivaras,Balzekas,U,19820408,LTU
117890,Mihai,Stoian,U,19790514,ROU
117933,Pawel,Kozak,U,19800509,AUT
122972,Martin,Oonk,U,19800218,NED
103219,Graydon,Oliver,R,19780615,USA
104149,Adrian,Cruciat,R,19830331,ROU
103763,Martin,Slanar,R,19810501,AUT
109655,Goran,Kovacevic,U,19830414,AUS
104154,Paul,Capdeville,R,19830402,CHI
103593,Marcelo,Barboza,R,19800715,URU
117494,Tomislav,Gospic,U,19801012,AUT
103765,Mohamed,Sekou Drame,U,19810505,FRA
123324,Michele,Minelli,U,19740324,ITA
109065,Marton,Balla,U,19800507,HUN
117913,Marko,Dolecek,U,19800724,SLO
103531,Thomas,Oger,U,19800322,MON
103834,Levar,Harper Griffith,R,19810904,USA
102972,Olivier,Le Jeune,U,19770415,FRA
103755,Francois,Vatin,R,19810421,FRA
103881,Meir,Deri,R,19811129,ISR
103937,Irakli,Ushangishvili,U,19820209,GEO
111292,Chris,Gostek,U,19810413,CAN
104020,Matjaz,Jurman,U,19820623,SLO
117376,Jason,Sellin,U,19810530,AUS
111210,Duje,Mrduljas,U,19760830,CRO
104309,Scott,Doerner,U,19840218,AUS
103380,Torsten,Wolpers,R,19790525,GER
117841,Morgan,Thempler,U,19770804,DEN
103766,Steve,Berke,R,19810505,USA
104395,Marcel,Felder,R,19840709,URU
117967,Marshall,Brown,U,19761024,USA
104076,Jose,Acasuso,R,19821020,ARG
102884,Tom,Chicoine,U,19761110,USA
103843,Marco,Chiudinelli,R,19810910,SUI
103551,Willem Petrus,Meyer,U,19800422,RSA
103746,Miguel,Gallardo Valles,R,19810408,MEX
103820,Alan,Mackin,R,19810811,GBR
103287,Krystian,Pfeiffer,U,19781203,POL
102640,Nicholas,Chisholm,R,19750812,RSA
103385,Paul,Baccanello,R,19790612,AUS
103169,Oscar,Hernandez,R,19780410,ESP
103390,Artemon,Apostu Efremov,R,19790619,ROU
103786,Nikolay,Davydenko,R,19810602,RUS
103197,John,Doran,R,19780516,IRL
103860,Timo,Nieminen,R,19811006,FIN
103348,Timo,Fleischfresser,U,19790323,GER
103618,Heiko,Bollich,U,19800817,GER
103837,Didac,Perez,R,19810907,ESP
103508,Nick,Mcdonald,R,19800214,RSA
102850,Sam,Schroerlucke,R,19760903,USA
103810,Philipp,Hammer,R,19810719,GER
103839,Marton,Ott,U,19810908,HUN
103137,Frank,Pokorny,U,19780204,GER
103752,Simon,Greul,R,19810413,GER
103675,Diego,Junqueira,L,19801228,ARG
103567,Andrei,Youzhny,R,19800519,RUS
103946,Bruno,Soares,R,19820227,BRA
102570,Mark,Gienke,R,19750407,GER
103611,Giancarlo,Petrazzuolo,R,19800807,ITA
103877,Mike,Scheidweiler,R,19811114,LUX
102894,Aaron,Marchetti,R,19761215,USA
103722,Florent,Serra,R,19810228,FRA
103523,Rohan,Bopanna,R,19800304,IND
103805,Catalin,Gard,R,19810710,ROU
103620,Tomas,Janci,U,19800820,SVK
103534,Nicolas,Devilder,L,19800325,FRA
102551,Franck,Osvald,U,19750306,FRA
104325,Johannes,Ager,R,19840310,AUT
103136,Bogdan,Ivascu,R,19780204,ROU
103893,Paolo,Lorenzi,R,19811215,ITA
104205,Taras,Demyanekno,U,19830619,UKR
104008,Carlos,Avellan,U,19820531,ECU
102390,Vincent,Allegre,U,19740517,FRA
103406,Ralph,Grambow,R,19790714,GER
103948,Maximilian,Abel,R,19820228,GER
103966,Massimo,Ocera,U,19820324,ITA
104046,Bostjan,Osabnik,U,19820807,SLO
104081,Boris,Pashanski,R,19821103,SRB
103575,Ajay,Ramaswami,U,19800607,IND
103983,Aleksandar,Vlaski,U,19820421,SRB
103465,Paul,Logtens,R,19791107,NED
103712,Rodolfo,Daruich,U,19810215,ARG
103643,Lauri,Kiiski,R,19801010,FIN
108652,Shane,Stone,U,19770703,TRI
102557,Daniel,Willman,U,19750318,NZL
103782,Rameez,Junaid,R,19810525,AUS
103885,Daniel,Lesske,U,19811202,GER
103943,Vinicius,Bortolatto,U,19820222,BRA
104444,Ryan,Henry,R,19841014,AUS
104181,Victor,Ionita,R,19830511,ROU
104218,Michal,Kokta,U,19830724,CZE
104071,Raven,Klaasen,R,19821016,RSA
102747,Chris,Magyary,U,19760314,USA
103341,Sylvain,Mathias,U,19790314,FRA
123661,Pierre,Otolo Metomo,U,19770125,CMR
104199,Sebastian,Quintero,U,19830604,COL
118123,Peter,Scharler,U,19810330,AUT
119035,Tibor,Szathmary,U,19820405,HUN
118118,Konstantin,Tomashevich,U,19760119,UZB
104386,Janko,Tipsarevic,R,19840622,SRB
103408,Brian,Vahaly,R,19790719,USA
104001,Brian,Wilson,R,19820523,USA
102859,Luis Maria,Zapata,U,19760913,ESP
103988,Mariano Albert,Ferrando,U,19820426,ESP
103691,Baptiste,Dupuy,U,19810116,FRA
104198,Guillermo,Garcia Lopez,R,19830604,ESP
104032,Giunior,Ghedina,U,19820707,GER
104230,Daniel,Koellerer,R,19830817,AUT
111261,Nathan,Overholser,L,19790623,USA
118209,Emiliano,Peralta,U,19820617,ARG
108818,Givi,Samkharadze,U,19790129,GEO
104312,Andreas,Seppi,R,19840221,ITA
103887,David,Tosas Ros,R,19811209,ESP
103636,Federico,Torresi,U,19800927,ITA
111538,Jiri,Vrbka,U,19800401,CZE
104019,Kristof,Vliegen,R,19820622,BEL
111119,Juan Ignacio,Valdecantos,U,19760809,ARG
103938,Igor,Zelenay,R,19820210,SVK
104018,Jaime,Garcia Lancha,U,19820616,ESP
103890,Bo,Hodge,U,19811213,USA
104454,Murad,Inoyatov,U,19841113,UZB
111479,Mikhail,Kartachov,R,19840402,RUS
103940,Miguel,Olaso De La Rica,U,19820215,ESP
103904,Alberto,Soriano,U,19820106,ESP
108868,Mariusz,Zielinski,U,19751226,POL
117691,Phoemphon,Atabut,R,19811227,THA
104041,Sergi,Arumi,U,19820728,ESP
104571,Marcos,Baghdatis,R,19850617,CYP
123669,Marco,Beeler,R,19840810,SUI
103635,Andrew,Derer,U,19800925,AUS
117615,Thomas,Greenland,U,19800630,GBR
102032,Gustavo,Gomez,U,19720317,ARG
111605,Nick,Greenhouse,U,19811202,GBR
104136,Santiago,Gonzalez,R,19830224,MEX
119240,Ioan Bogdan,Gauzin,L,19820624,ROU
111122,Konstantin,Harle Zettler,U,19820109,GER
118637,Martin,Hochstrasser,U,19810830,SUI
111128,Martin,Mair,U,19810303,ITA
109860,Ryan,Moore2,U,,UNK
104110,Julien,Maigret,U,19830110,FRA
118513,Aleksander,Manojlovic,R,19820124,SRB
103355,Sunday,Maku,U,19790403,NGR
103101,Daouda,Ndiaye,R,19780103,SEN
117539,Juan,Perianez Llopis,R,19820210,ESP
118178,Damir,Petras,U,19760616,CRO
118298,Radoslaw,Szymanik,U,19751106,POL
111257,Dario,Sciortino,R,19790904,ITA
118617,Ramy,Saleh,U,19810901,EGY
111313,Alexander,Schweizer,R,19830320,GER
118332,Kedar,Shah,U,19811120,IND
118450,Jordi,Sole Masso,U,19790816,ESP
104452,Arnaud,Segodo,L,19841112,BEN
123368,Ivan,Toth,U,19820208,SVK
118204,Kamil,Vondracek,U,19790915,CZE
103550,Michal,Varsanyi,U,19800418,SVK
103793,Martin,Vacek,U,19810615,CZE
118429,Martin Ernesto,Vercesi,U,19800220,ARG
118382,Thomas,Werkmann,U,19800912,GER
103991,Boy,Wijnmalen,U,19820503,NED
111299,Oyvind,Alver,U,19820312,NOR
111291,Simone,Amorico,R,19810308,USA
104038,Andrea,Agazzi,U,19820723,ITA
109351,Rodrigo,Abucham,U,19800714,BRA
109137,German,Berkovich,U,19810120,RUS
117456,Nicolas,Brochu,U,19761012,CAN
111541,Dirk,Britzen,U,19810428,GER
104107,Andrew,Banks,L,19830106,GBR
103809,Diogo,Cruz,U,19810718,BRA
103123,Michal,Ciszek,U,19780122,CAN
103449,Mohamed,Dakki,U,19790930,MAR
104433,Frank,Dancevic,R,19840926,CAN
102471,Sergio,Elias,U,19741026,CHI
104086,Mikhail,Filima,U,19821117,UKR
103255,Trace,Fielding,U,19780901,USA
103386,Lawrence,Gunn,U,19790613,USA
104068,Robby,Ginepri,R,19821007,USA
103724,Jose Manuel,Garcia Rodriguez,U,19810301,ESP
103796,Marcos Jimenez,Letrado,U,19810623,ESP
103707,Dmitriy,Koch,U,19810208,GER
103446,Michael,Kosta,U,19790927,USA
103670,Alvaro,Loyola,R,19801220,CHI
117620,Nick,Lester,U,19770523,GBR
103778,Albert,Loncaric,U,19810521,CRO
103831,Yasuo,Miyazaki,U,19810829,JPN
104194,Ruben,Merchan,U,19830527,ESP
103998,Mario,Monroy,U,19820522,PER
103543,David,Marrero,R,19800408,ESP
104364,Nils,Muschiol,U,19840505,GER
109024,Chris,Martin,U,19820106,USA
104111,Georg,Novak,U,19830112,AUT
104093,Nickolai,Dyachok,U,19821204,UKR
104016,Antonio,Pastorino,U,19820614,ARG
104332,Philipp,Petzschner,R,19840324,GER
104208,Damian,Patriarca,U,19830628,ARG
103595,Martin,Rammal,R,19800717,FIN
125860,Vicente,Romany,U,19820113,ESP
103828,Jean Julien,Rojer,R,19810825,AHO
118328,Jaime,Rodriguez,U,19820829,COL
117854,Diego,Sist,U,19811113,PAR
109236,Denis,Salimsakov,U,19830413,UZB
109220,Lukasz,Senczyszyn,U,19800323,POL
104113,Carlos,Salamanca,L,19830115,COL
103719,Ruben,Torres,R,19810223,COL
190039,Kj,Weiss,R,19800216,USA
103717,Jedrzej,Zarski,U,19810220,POL
108597,Adelo,Abadia,U,19770515,PHI
109535,Ivan,Andreev,U,19820110,MKD
104011,Lefteris,Alexiou,R,19820603,GRE
118061,Ali,Ansari,U,19781019,USA
109691,Evan,Austin,R,19820920,USA
104174,Alessandro,Accardo,U,19830430,ITA
117977,Jorge,Aldrete,U,19780227,MEX
104477,Jorge,Aguilar,R,19850108,CHI
109703,Andrew,Adler,U,19670412,USA
104597,Nicolas,Almagro,R,19850821,ESP
111533,El Mehdi,Belbacha Jawhari,R,19800306,MAR
108689,Goran,Bosalevski,U,19780410,HKG
103899,Stian,Boretti,R,19811220,NOR
103664,Nicolas,Boeker,U,19801211,ARG
109569,Luka,Bernard,U,19811125,SLO
118584,Alok,Bhide,R,19820204,IND
103876,Tomasz,Bednarek,U,19811112,POL
104263,Eduard,Bainad,U,19831025,ESP
109410,Mauro,Batesteza,U,19800710,ESP
103276,Tyler,Cleveland,U,19781015,USA
103689,Guillermo,Carry,U,19810115,ARG
117942,Brian,Cummings,U,19761115,USA
108632,Federico,Camacho,U,19790828,CRC
109390,Federico,Contreras,U,19721227,MEX
109218,Sandro,Costa,U,19810922,GER
104169,KC,Corkery,U,19830426,USA
104262,Flavio,Cipolla,R,19831020,ITA
118183,Conor,Casey,U,19810921,CAN
109463,Graeme,Dyce,R,19890724,GBR
118203,Mario,Calvo Hernandez,U,19840116,ESP
104284,Frank,Condor,U,19840110,ESP
103949,Ivan,Cerovic,L,19820301,CRO
104025,Amer,Delic,R,19820630,BIH
103212,Assaf,Drori,U,19780603,ISR
109217,Ernest,Diaz,U,19810724,AND
117612,Gael,Demenet,U,19800223,FRA
118243,Johan,Dijkstra,U,19800807,NED
119578,Darren,Emery,R,19791208,GBR
103774,Hayato,Furukawa,R,19810515,JPN
118308,Jan,Fuka,U,19811216,CZE
111540,Hicham,Fathi El Idrissi,U,19810523,MAR
104183,Alexander,Flock,R,19830515,GER
104392,Franco,Ferreiro,R,19840701,BRA
118325,Andrew,Fagenholz,U,19760930,USA
104268,Alejandro,Falla,L,19831114,COL
103638,Jhonson,Garcia,R,19801001,DOM
103772,Matteo,Galli,U,19810512,ITA
117592,Sebastien,Guillemart,U,19771214,FRA
104305,Luka,Gregorc,R,19840214,SLO
117462,Guillermo,Gomez,U,19810125,CHI
103950,Marcin,Golab,U,19820301,POL
103571,Antonio,Gramaglia,U,19800526,ITA
103872,Dimitar,Grabuloski,U,19811105,MKD
104216,Maximo,Gonzalez,R,19830720,ARG
103952,Troy,Hahn,U,19820309,USA
118231,Ahmed Ibrahim Ahmad,Alhadid,U,19810607,JOR
104276,Thomas,Holzer,U,19831211,ITA
103838,Masato,Hatanaka,U,19810907,JPN
103361,David,Hodge,U,19790426,AUS
111314,Brett,Hunter,U,19831015,AUS
109487,Andres,Intriago,U,19820429,ECU
109381,Stefan,Imielski,U,19800418,GER
111601,Rotimi,Jegede,U,19791205,NGR
118250,Jorge,Jimenez Letrado,U,19790525,ESP
118214,David,Jonio,U,19690630,FRA
117833,Milos,Koprivica,U,19800827,SRB
109462,Robert,Kowalczyk,R,19801023,USA
111271,Pracharapol,Khamsaman,R,19810622,THA
