first_name,last_name,hand,birth_date,country_code
Christoffer,Konigsfeldt,R,19890712.0,DEN
Julian,Lenz,R,19930217.0,GER
Daniel,Boehner,U,19830527.0,GER
Duc Duong,Ngo,U,,VIE
Hugo,Taracido,U,,ESP
Andrew,Adler,U,19670412.0,USA
Filip,Tomanic,U,,SRB
Dirk,Kornmeyer,U,19800513.0,GER
Cody,Conley,U,,USA
Kirill,Lapushkin,U,19891015.0,RUS
Dominick,Mueller,U,,GER
Balasz,Vaci,R,,HUN
Michael,Schuster,R,,HUN
Igor,Pavlov,R,,RUS
Predrag,Zdravkovic,R,19800723.0,SRB
Aleksandar,Kalezic,U,19810221.0,YUG
Zoran,Mihailovic,R,19800926.0,SRB
Igor,Ibrisbegovic,U,19810317.0,BIH
Willi,Peter,U,19920207.0,GER
Leif,Berger,L,19930526.0,GER
Bryant,Salcedo,R,19881207.0,USA
Adar,Sumarno,R,,IND
Shaul,Aloni,U,,USA
Thiago,Gomes,U,19820813.0,BRA
Marek,Durski,R,,POL
Richard,Laver,R,,USA
Luis,Cunha,R,,BRA
Rico,Jacober,U,19750710.0,SUI
Davashish,Tilak,U,,IND
Alok,Bhatnagar,U,,IND
Akshay,Vishal Rao,R,19820515.0,IND
Jayant,Sood,U,19771019.0,IND
Kaptan,Karsolia,U,19811124.0,IND
Sandor,Martinez,U,19810321.0,CUB
Enrique,Bogo,U,,BRA
Nicola,Barraco,U,19880405.0,ITA
Skander,Mansouri,R,19950723.0,TUN
Omar,Erramy,U,19881015.0,MAR
Juan Sebastian,Carvajal Jurado,R,19950426.0,ECU
Markos,Kalovelonis,R,19940518.0,GRE
Marcelo,Tebet Filho,R,19960223.0,BRA
Maximilian,Marterer,L,19950615.0,GER
Aydin,Akhmetshin,U,19941020.0,RUS
John,Nallon,U,19840521.0,USA
Berry,Geraghty,R,,AUS
Paul,Hutchins,R,19450405.0,GBR
Sergio,Tacchini,R,,ITA
Lew,Hoad,R,19341123.0,AUS
Michele,Leclercq,R,,FRA
Reyno,Summers,R,,RSA
John,Barrett,L,19310417.0,GBR
Pancho,Guzman,R,19460524.0,ECU
Gerald,Pilet,R,,FRA
Sever,Dron,R,,ROU
Ingo,Buding,R,19420109.0,GER
Pierre,Jauffret,R,,FRA
Petr,Strobl,R,,CZE
V,Kazarevitch,R,,RUS
Ference,Komaromi,R,,HUN
Detler,Herdy,R,19411013.0,AUT
Christian,Duxin,R,,FRA
Michael,Sangster,R,19400911.0,GBR
Jean,Courcol,R,,FRA
Eric,Drossart,R,19420221.0,BEL
Carlos,Fernandez,R,,BRA
Eduardo,Zuleta,R,,ECU
Bernard,Paul,R,,FRA
Marco,Gilardelli,R,,ITA
Frank,Tutvin,R,,USA
Claude,De Gronckel,R,,BEL
Pierre,Darmon,R,19340114.0,FRA
Norm,Perry,R,19380510.0,USA
Joseph,Mateo,R,,FRA
Jairo,Velasco,R,19470509.0,ESP
Sergio,Palmieri,R,19451128.0,ITA
Bernard,De Troye,R,,FRA
George,Deniau,R,,FRA
Robert,Wilson,R,19351122.0,GBR
Jean Claude,Molinari,R,,FRA
Alan,Fox,R,19390625.0,USA
Alfredo,Acuna,U,19461122.0,PER
Adrian,Pena,R,,COL
Lars,Olander,R,,SWE
Peter,Marmureanu,R,19410620.0,ROU
William,Alvarez,R,19341215.0,COL
Bob,Howe,R,19250803.0,AUS
Lance,Lumsden,R,,JAM
Oscar Rene,Cruz,U,,UNK
Jack,Gorsuch,U,19560809.0,USA
Cm,Robinson,U,,UNK
Jim,Landin,U,,UNK
Rich,Hillway,U,,UNK
Paolo,Lazzari,U,,ITA
S,Saggoni,U,,UNK
Vittorio,Crotta,R,,ITA
Mario,Caimo,U,,ITA
C,Burr,U,,CAN
Keith,Carpenter,R,19410803.0,CAN
Tito,Vasquez,U,,ARG
Takashi,Hoshiki,R,,JPN
Lenny,Schloss,R,,USA
Geoff,Pollard,R,19340118.0,AUS
Mathias,Werren,R,19440509.0,SUI
Ken,Stuart,R,,USA
Allen,Shapter,R,19411105.0,AUS
John,Brown,R,19400712.0,AUS
Rod,Brent,R,,AUS
Ian,Bidmeade,R,,AUS
David,Brown,U,,CAN
Garry,Slater,R,,NZL
Graham,Oliver,U,,NZL
John,Mills,U,,NZL
Dave,Simmonds,U,,NZL
Chauncey,Steele Iii,R,,USA
Jan,Leschly,L,19400911.0,DEN
Ken,Fletcher,R,19400615.0,AUS
Donald,Dell,R,19380617.0,USA
Stanley,Matthews,R,19451120.0,GBR
E Victor,Seixas,R,19230830.0,USA
Stefan,Koudelka,R,,CZE
Gordon,Forbes,R,19340221.0,RSA
Keith,Wooldridge,R,,GBR
Alan,Mills,R,19351106.0,GBR
Jorgen,Ulrich,R,19350821.0,DEN
Thomas,Lejus,R,19410828.0,RUS
Ron,Holmberg,R,19380127.0,USA
Julian,Krinsky,R,,RSA
Koji,Watanabe,R,,JPN
Dave,Bohrnstedt,R,,USA
Patricio,Apey,U,,CHI
Hector,Romani,U,,UNK
Eduardo,Soriano,U,,ARG
Thomas,Lynch,U,,UNK
K,Javan,U,,IRI
Ezzat,Nemati,U,,UAE
Richard,Russell,U,19450908.0,JAM
Dan,Birchmore,R,,USA
John,Gardner,R,,AUS
Ken,Weatherley,R,19471124.0,GBR
John,De Mendoza,R,19490822.0,GBR
Henry Hank,Irvine,R,19430901.0,ZIM
Ricky,Diaz,R,,PUR
Benjamin Janse,Sims,R,,USA
Alex,Mayer,U,,USA
Bill,Bartlett,R,19580221.0,USA
Brian,Tobin,U,19301205.0,AUS
John,Williams,U,,GBR
C,Munoz,R,,CRC
Audley,Bell,U,,JAM
Fritz,Schunck,R,,USA
Danny,Obryant,R,,USA
A,Hernandez,R,,MEX
Nick,Fleury,U,19450510.0,NED
Manuel,Gallardo,U,,MEX
Amable,Plaza,U,,VEN
U,Markoff,U,,UNK
Gerry,Gomes,U,,UNK
R,Blanco,U,,UNK
Edison,Mandarino,U,19410326.0,BRA
Brian,Cheney,R,,USA
Dick,Johnson,U,,USA
Jimmy,Parker,R,19430306.0,USA
Ryan,Moore2,U,,USA
P,Gorostiaga,U,,ARG
Alex,Kurucz,R,,GER
U,Timm,R,,USA
P,Rickey,R,,AUS
J,Gordon,R,,AUS
A,Difrancesco,R,,AUS
D,Turner,R,,AUS
A,Luttrell,R,,AUS
Ross,Olivieri,R,,AUS
Gary,Penberthy,R,,AUS
Harry,Fritz,R,19510219.0,CAN
T,Hall,R,,AUS
John,Blizzard,R,,AUS
Paul,Dogherty,R,,AUS
Victor,Egorov,R,,UKR
Peter,Lamp,R,,RUS
Rainer,Kuhlmey,R,,GER
Franco,Bartoni,R,19481004.0,ITA
Jose Luis,Arillla,R,,ESP
Hendrick,Sepp,R,,RUS
Atet,Wijono,R,,IND
U,Naharaj,R,,UNK
Kirk,Watson,U,,UNK
Mervyn,Rose,L,19300123.0,AUS
U,Montona,R,,UNK
Ted,Gorski,U,,UNK
Ma,Ilahi,R,,PAK
Geoff,Brown,R,,AUS
Tim,Sturdza,U,,SUI
A,Macdonald,R,,AUS
Hakar,Zahr,R,,SWE
Kenneth,Andersson,U,,SWE
Don,Mccormick,R,19450412.0,CAN
Pierre,Lamarche,R,19470101.0,CAN
Ken,Binns,R,19350208.0,CAN
Jim,Boyce,U,,CAN
Ross,Walker,U,,USA
Jon,Hainline,R,19480413.0,USA
Jack,Darrah,R,,USA
Greg,Shephard,R,,USA
Cliff,Mayne,U,19330912.0,USA
John,Stefanki,U,,USA
Whitney,Reed,U,19320821.0,USA
Rich,Anderson,U,,USA
Charles,Darley,U,19460613.0,USA
Don,Kierbow,U,,USA
Henry Hank,Kamakana,R,19420922.0,USA
Tom,Brown,R,19220926.0,USA
Bobby,Siska,U,19421201.0,USA
Jim,Mclennan,U,,USA
Jose,Cordon,U,,UNK
Ricky,Buwalda,R,,RSA
R,Sender,U,,UNK
Jackie,Saul,R,,RSA
U,Mcdonald,R,,UNK
Larry,Miller,U,,UNK
Dick,Horowitz,U,,UNK
Bill,Wright,R,,USA
Paul,Sullivan,R,,USA
Bill,Drake,R,,USA
Eugenio,Munoz,R,,ESP
Harald,Neuner,R,19540404.0,GER
Roberto,Aubone,U,,ARG
Takao,Yamamoto,R,,JPN
Yoshito,Nakamura,R,,JPN
Ron,Barnes,U,,BRA
G Turner,Howard,R,19470724.0,USA
Luis,Garcia,U,,UNK
John,Hammill,R,19410825.0,RSA
Michael,Sprenglemeyer,R,19460706.0,USA
Richard,Leach,R,19400306.0,USA
Charles,Mckinley,R,19410105.0,USA
Martin,Carlstein,U,,SWE
Lew,Gerrard,R,,NZL
John,Sharpe,R,19390518.0,AUS
Antonio,Palafox,R,,MEX
Robert,Potthast,R,,USA
Tom,Mozur,R,,USA
Ted,Hoehn,R,,USA
Ernesto,Lingen,R,,ECU
David,Epstein,R,,AUS
R,Carter,U,,AUS
K,Casey,U,,AUS
Greg,Cooper,R,19600717.0,USA
Milan,Holecek,U,,CZE
Pedro,Rodrigues,U,,BRA
Bill,Glaves,U,,USA
C,Brebnor,U,,UNK
G,Silberman,U,,RSA
Francois,Van Der Merwe,R,,RSA
Moon Il,Kim,U,,KOR
Osamu,Yanagihara,U,,JPN
Yoshimito,Miyashita,U,,JPN
John,Stephens,R,,AUS
Antonio,Capella,R,,ESP
U,Savaldelli,U,,UNK
Gerry,Perry,U,19470601.0,USA
Viorel,Marcu,U,,ROU
Jim,Bentley,U,,CAN
Harry,Fauquier,R,19420101.0,CAN
Lester,Sack,U,,USA
Doug,Tough,U,,CAN
Bob,Bardsley,U,,CAN
Brian,Flood,U,,CAN
Roy,Sprengelmeyer,U,,USA
Warren,Jacques,R,19380310.0,AUS
Vic,Rollins,U,,CAN
John,Mcmanus,U,,CAN
Bob,French,U,,CAN
John,Swann,U,,CAN
Bill,Monan,U,,USA
Hector,Gonzalez,U,,MEX
Andre,Cote,U,,CAN
Steve,Cornell,R,19490526.0,USA
George,Andrews,U,,CAN
Joe,Osadca,U,,CAN
William,Harris,R,19470114.0,USA
Tony,Pospisil,U,,CAN
Bill,Mcdonnell,U,,CAN
Don,Fontana,U,,CAN
Richard,Evans,U,19500708.0,USA
William,Tym,R,,USA
Pedro,Langre,U,,MEX
Joe,Foley,U,,USA
Tico,Carrero,R,19480904.0,PUR
Glenn,Mccoll,R,,AUS
Al,Bunis,U,19240203.0,USA
Dick,Knight,R,19480515.0,USA
Ron,Goldman,R,,USA
David,Mehl,U,,USA
Tom,Loring,U,,USA
Alphonso,Ochoa,U,,MEX
Fred,Mcnair Iii,U,,USA
Dave,Harmon,U,,USA
Herbert,Rapp,U,19480922.0,USA
Bob,Alloo,R,19490507.0,USA
Carlos,Schettwein,U,,UNK
Robin,Fry,U,19500206.0,USA
Peter,Van Lingen,U,,RSA
Bill,Colson,R,19500522.0,USA
John,Yeomans,U,19440608.0,USA
Tom,Karp,R,19461013.0,USA
Jerry,De Witts,R,,USA
Josef,Stabholz,R,,ISR
Bryan,Burrell,U,,UNK
Jean Pierre,Loizeau,U,,FRA
B,Moreau,U,,FRA
Uriel,Oquendo Sr,U,,COL
Birger,Folke,R,,SWE
Manuel,Valleramos,R,,PHI
Peter,Macdonald,R,,AUS
Assen,Dishkov,R,,BUL
B,Chaffey,U,,USA
B,Nagel,U,,USA
D,Verdieck,U,,USA
Alan,Kendal,U,,AUS
John,Mcdonald,R,19310204.0,NZL
Keith,Diepraam,R,19420911.0,RSA
Francois,Matheu,R,,FRA
Jean,Lovera,R,,FRA
Raul,Peralta,R,19400617.0,ARG
Steve,Wedderburn,R,,AUS
Richard,Coulthard,R,,AUS
Gondo,Widjojo,R,,INA
Robert,Layton,R,,AUS
Bert,Kearney,R,,AUS
Takesji,Tsujimoto,R,,JPN
M,Marchment,R,,AUS
Peter,Oatey,R,,AUS
Christian,Janssens,R,,BEL
Brian,Connor,R,,AUS
H,Nielson,R,,AUS
R,Harvey,R,,AUS
Merv,Guse,R,,AUS
J,May,R,,AUS
L,Weatherhog,R,,AUS
R,Sellick,R,,AUS
Gary,Teagle,R,,AUS
Sutarjo,Sugiarto,R,,IND
R,Campbell,R,,AUS
Henry,Ladyman,R,,AUS
Neal,Higgins,R,,AUS
Gavin,Hogben,R,,AUS
O,Worley,R,,AUS
Peter,Mockler,R,,IRL
Gaylard,Dunn,R,,AUS
John,Ward,U,19330818.0,GBR
Clay,Iles,R,19421207.0,GBR
Mel,Baleson,U,,RSA
Tony,Pickard,U,19340913.0,GBR
Edward,Beards,U,,GBR
Geoff,Bluett,R,19410520.0,GBR
Ian,Beverly,U,,UNK
Paul,Thompson,U,,UNK
Kevin,Long,R,,USA
Ray,Keenan,U,,UNK
Ross,Mcghie,U,,UNK
David,Mitchell,U,,USA
James,Ferguson,U,,AUS
Peter,Fletcher,U,,UNK
Allan,Burns,U,,UNK
Bobby,Heald,R,,USA
Frank,Parker,R,19160131.0,USA
U,Hoigshoidt,R,,UNK
P,Hagna,R,,NOR
Allen,Quay,R,,USA
Cliff,Montgomery,R,,USA
Paul,Cranis,R,,USA
Billy,Knight,L,19351112.0,GBR
Robert,Perry,R,19330317.0,USA
Ned,Weld,R,,USA
Ed,Grubb,R,19460528.0,USA
Anthony,Billington,R,19091112.0,GBR
Alan,Frost,R,,AUS
Keith,Arejo,R,,GBR
William,Collins,R,,USA
Keith,Reynolds,R,,GBR
James,Pressly,R,19470823.0,USA
Brian,Stephenson,R,,USA
Pierce,Kelly,R,19470714.0,USA
Brian,Marcus,R,19470830.0,USA
Jack,Waltz,R,19450204.0,USA
Rupert,Dorey,R,,GBR
John,De Zeeuw,R,19480921.0,RSA
Mario,Obando,R,,CRC
Bob,Goeltz,R,19490329.0,USA
Anthony,Bull,R,19470404.0,USA
Michael,Marcin,R,,USA
Steve,Stockton,R,19460401.0,USA
Roberto,Marcher,R,,BRA
Ian,Hewitt,R,,GBR
Mac,Clafin,R,19501027.0,USA
Thomas,Werner,R,19560518.0,GER
Bill,Bennion,U,,USA
V,Popanen,R,,USA
B,Yoranssen,R,,SWE
D,Perensby,R,,SWE
S,Hegna,R,,SWE
J,Kirs,R,,SWE
B,Larsen,R,,SWE
J,Fairchild,R,,AUS
Phil,Siviter,R,19530316.0,GBR
Benito,Schon,U,,MEX
Lance,Johnson,U,,USA
Anthony,Perkins,U,,GBR
John,Eastburn,U,,AUS
David,Segal,U,,USA
Frederick Ted,Schroeder,R,19210720.0,USA
Giordano,Maioli,R,,ITA
Andras,Szocsik,U,,HUN
Antonio,Mennella,U,,ITA
Francesco,Giordano,U,,ITA
Andre,Van Der Merwe A,U,,RSA
D,Sullivan,U,,RSA
Tony,Bardsley,R,19450209.0,CAN
O,Escribano,U,,ARG
Roberto,Graetz,U,,UNK
Giacomo,Romani,U,,ITA
Ricardo,Aubone,U,,UNK
Gary,Rose,R,19450803.0,USA
Robin,Ray,U,,USA
Bud,Guion,U,,UNK
Steve,Fiske,U,19480823.0,USA
Alain,Bouteleux,U,,FRA
Jean Louis,Thiebaut,U,,FRA
Henri,Pellizza,U,,FRA
Eric,Derasse,U,,FRA
Pierre,Dufour,R,,CAN
Denis,Grozdanovitch,U,,FRA
Andrzej,Licis,R,,POL
D,Gueddes,R,,GER
Hugh,Thomson,R,,USA
S,Johansson,R,,SWE
U,Calle,R,,UNK
U,Zerngibl,R,,UNK
P,Moore,R,,UNK
U,Fischtel,U,,UNK
Roberto,Gratz,U,,ARG
Anthony,Ryan,R,,AUS
Larry,Moody,R,,USA
Chang Rung,Wu,R,19570705.0,TPE
H,Brenner,R,,GER
Bryan,Borea,R,,UNK
K,Shimamura,R,,JPN
B,Kronruge,R,,USA
U,Griffiths,U,,UNK
Matthew,Rowe,U,,USA
U,Lyndon,U,,UNK
Daniel,Parun,U,,NZL
U,Mapp,U,,UNK
U,Ghatage,U,,UNK
Graham,Thompson,U,,UNK
U,Tovey,U,,UNK
U,Wallace,R,,UNK
U,Bond,U,,UNK
Bill,Austin,U,,USA
U,Lidgey,U,,UNK
Lt,Hardeman,R,,NED
Gaurav,Misra,R,,IND
Greg,Peebles,R,,USA
U,Hillage,U,,UNK
U,Pickthall,U,,UNK
Reginald,Bennett,U,19370818.0,GBR
Max,Franklin,U,,GBR
Ruben,Porges,U,,UNK
Chiradip,Mukerjea,U,,IND
C,Mora,R,,CRC
Mario,Delgado,R,19550518.0,CRC
A,Moscoso,R,,CRC
M,Fallas,R,,CRC
Jim,Hodges,R,19580112.0,USA
John,Segal,U,,UNK
Jan,Coebergh,U,,UNK
Fred,Blatter,U,19490925.0,SUI
Thedy,Stalder,U,19390318.0,SUI
Peter,Soeters,U,,UNK
Jan,Hajer,U,,UNK
Richard,Kasten,U,,UNK
Mikael,Stig,U,,UNK
Gaetano,Di Maso,R,,ITA
Hans,Nerell,R,,SWE
L,Palman,R,,UNK
Francois,Pierson,R,,FRA
Robert,Haillet,R,,FRA
Michael,Hickey,R,,IRL
Davor,Stolcer,R,,YUG
Chuck,De Voe,U,,USA
Michele,Pirro,U,,ITA
Richard,Bray,U,,USA
Franco,Belli,R,,ITA
Francois,Battegay,U,,FRA
Bernd,Kube,U,,GER
Lothar,Lanz,U,,GER
Uwe,Gottschalk,U,,GER
Jan Erik,Lindquist,U,,SWE
Peter,Ledbetter,U,,UNK
James,Mcardle,U,19200501.0,IRL
H,Sheridan,U,,UNK
Kevin,Menton,U,,UNK
Justin,Obront,U,,BAH
K,Reid,U,,UNK
Roger,Becker,R,19340206.0,GBR
Pancho,Castillo,R,,COL
Michael,Davies,R,19360109.0,GBR
Lawrence,Awopegba,R,,NIG
Yenesi,Allen,R,,NIG
L,Maeso,R,,ESP
R,Spitzer,U,,SUI
Jackie,Cooper,U,19440701.0,USA
Donald,Lutz,U,19490211.0,USA
V,Borosov,U,,RUS
King,Van Nostrand,R,,USA
Marcus,Kramer,R,,USA
Samudra,Sangitan,U,,UNK
Diko,Murdono,U,,UNK
Jacky,Wullur,U,,UNK
U,Ardianto,U,,UNK
V,Sison,U,,USA
Widyo,Tetuko,U,,UNK
Ir,Hadiman,R,,INA
B,Dimalanta,U,,UNK
Iman,Sutarli,U,,UNK
A,Simangunsong,U,,UNK
Robert,Bedard,U,,CAN
Bikram,Singh Saluja,R,,IND
Tau,Luu,U,,HKG
Saif,Ali,U,,IND
Toshio,Iwazawa,R,,JPN
Haruhiko,Matsunaga,R,,JPN
Yoshiya,Hamano,R,,JPN
Hachiro,Shibata,R,,JPN
Yukihiko,Murata,R,,JPN
Kunio,Tsukamoto,R,,JPN
Noriyuki,Washida,R,,JPN
Weller,Evans,R,19541119.0,USA
Toyokazu,Tomogane,R,,JPN
Kiyoshi,Miyanami,R,,JPN
A,Whittaker,R,,UNK
Nick,Boyne,U,,NZL
Fredrik,Samuelsson,R,,UNK
Mike,Prineas,U,,USA
R,Mayer,R,,USA
X,Zhao,R,,CHN
Liu,Shuhua,R,,CHN
X,Menn,R,,TPE
Joe,Mesmer,R,,USA
Colin,Mchugo,R,19451204.0,GBR
Harry,Turnbull,L,,AUS
Karl,Fichtel,U,,GER
Stephen,Temple,L,19531218.0,NZL
A,Trenkle,U,,GER
Terry,Suyderhoud,R,,GER
Nicolas,Sotiriu,R,,ROU
S,Teterion,R,,RUS
I,Tihonenko,R,,RUS
Micky,Dominguez,U,19470907.0,PHI
Hansjorg,Elzer,U,,GER
Milan,Tajenar,U,,CZE
D,Savid,U,,YUG
R,Bortulan,U,,SUI
R,Vasselin,U,,FRA
B,Renault,U,,FRA
M,Borgener,U,,SUI
H,Lerke,U,,GER
Perry,Wright,U,19570223.0,USA
Jose,Santiago,R,,POR
Bronislaw,Lewandowski,R,,POL
Ernesto,Aguirre,U,,CHI
Andras,Szikszai,U,,HUN
Rauno,Suominen,U,,FIN
Dieter,Schultheiss,U,,AUT
Lothar,Pawlik,U,,GER
Jaime,Subirats,U,,MEX
Alvaro,Pena,U,,COL
Gianni,Capozza,U,,ITA
Ernst,Blanke,U,19450106.0,AUT
Giorgio,Bologna,U,,ITA
Roberto,Saya,U,,ITA
Tomas,Gonzalez,U,,PER
Allan,Skelton,U,,CAN
Guiliano,Fanfani,U,,ITA
Roberto,Valerio,U,,ITA
Gary,Kesl,U,,USA
Ciccio,Gorla,U,,ITA
John,Adams,U,,UNK
Vicente,Zarazua,U,19440827.0,MEX
Z,Mincec,U,,UNK
Abdel,Ghani,U,,UNK
Geoff,Paish,U,19220102.0,GBR
Piet,Van Eysden,U,,UNK
Boris,Breskvar,U,,SLO
Eddie,Knol,U,,UNK
Peter,Schlotz,U,,UNK
Evert,Schneider,U,,UNK
Piet,Veentjer,U,,UNK
Felix,Morey,U,,ESP
K,Brebnor,U,,UNK
Christer,Holm,U,,UNK
U,Friscic,U,,UNK
U,Zollner,U,,UNK
Patrick,Platzer,R,,AUT
U,Futternecht,U,,UNK
U,Kolbinger,U,,UNK
U,Ostroff,U,,UNK
U,Hamza,U,,UNK
U,Bahr,U,,UNK
U,Kreuzhuber,U,,UNK
U,Lockington,U,,UNK
U,Kolik,U,,UNK
R,Garmany,U,,USA
Ks,Leung,U,,UNK
Alan,Ho,U,,UNK
K,Tsui,U,,PHI
Jeck,Chu,U,,UNK
Po,Tau,U,,UNK
William,Koo,U,,HKG
Charles,Chang,U,,UNK
Dave,George,U,19461215.0,USA
John,Levin,U,,USA
Butch,Kirkorian,U,,USA
Paul,Sidone,U,,USA
Dean,Penero,U,19460313.0,USA
Charles,Hoeveler,U,,USA
Jack,Acheson,U,,USA
John,Zweig,U,,USA
John,Tidball,U,19461221.0,USA
Jose Maria,Gisbert,U,19450207.0,ESP
Pedro,Loewe,U,,ESP
Robert,Puddicombe,R,19460804.0,CAN
Bob,Joyner,U,,UNK
Allen,Morris,U,,UNK
Keith,Stoneman,U,,UNK
R,Stiegler,U,,AUT
Madhusudhan,Nair,R,,IND
Depeng,Li,R,,CHN
Kanyab,Derafshidjavan,U,19540406.0,IRI
David,Seigel,R,,USA
Neil,Golden,R,,USA
Rodolfo,Cisneros,R,,MEX
T,Drysdale,U,,GBR
Jukka,Narakka,U,,FIN
Fred,Whitaker,U,,UNK
Cedric,Mason,U,,AUS
B,Newman,U,,USA
Drew,Meyers,R,,USA
Larry,Dodge,U,,USA
Terry,Ehlers,U,,USA
John,Norgauer,U,,USA
Marc,Bolle,R,19490624.0,BEL
Harold,Hunt,R,,AUS
Issa,Khodai,U,,IRI
Mostafa,Saleh,R,19621209.0,IRI
Moharram Ali,Khodai,U,19571015.0,IRI
Graham,Notman,U,,UNK
Ernesto,Ruiz Bry,R,,ARG
F,Settelmeyer,R,,GER
R,Buckley,U,,AUS
C,Sakolsky,U,,USA
E,Vasquez,U,,UNK
Scott,Shannon,U,,USA
T,Carey,U,,USA
S,Sullivan,U,,RSA
G,Irshai,R,,UNK
Fabrizio,Matteoli,U,,ITA
Alan,Haswell,R,,AUS
U,Walsh,R,,USA
I,Brady,U,,UNK
Arthur,Whitaker,U,,UNK
P,Martin,U,,UNK
Geoffrey,Olsson,U,,AUS
Stanley,Ellis,U,,USA
Horst,Ritter,U,,GER
Rafael,Osuna,R,19380915.0,MEX
John,Allgood,U,,USA
Thomas,Chivington,U,,USA
Myron,Franks,R,19361223.0,USA
Joseph,Rush,U,,USA
Stephen,Avoyer,U,19480428.0,USA
Jim,Sheperd,U,,USA
Manlio,Bartoni,U,,ITA
Ibrahim,Mahmoud,R,,EGY
G,Halabi,R,,EGY
C,Floe,R,,USA
Kehinde,Ajayi,R,,NGR
O,Issara,R,,THA
T,Tang,R,,TPE
Martin,Goldberg,R,,USA
J,Luna,U,,ESP
M,Laimina,U,,ESP
Nikola,Soear,R,,YUG
Maurice,Claitte,R,,FRA
Toshisuke,Sakai,R,,JPN
N,Desai,U,,IND
A,Simmons,U,,USA
J,Cabeza,U,,ESP
Alberto,Capitan,U,,ESP
Abdelkader,Madani,U,,ALG
E,Neemati,U,,IRI
J,Tobin,U,,IRI
Andres,Tielemans,R,,BEL
Fritz,Gildemeister,U,,UNK
Kevin,Mccollum,U,,UNK
Geoffery,Newton,U,19510626.0,GBR
James,Smith,R,,GBR
Michael,Mitchell,U,,AUS
Terry,Hassell,U,,UNK
Bob,Helmers,R,,USA
F,Briscoe,U,,RSA
Mark,Joffey,R,,USA
Bob,Folz,U,,USA
Florian,Merkel,U,,GER
Robert,Clarke,R,,NZL
Norberto,Herrero,U,,UNK
Carlos,Junquet,U,,UNK
Jost,Remmert,U,,GER
Matthias,Mauritz,U,,GER
Christian,Pieper,U,,GER
Gabriel,Neascu,R,,BEL
John,Corse,U,19600209.0,USA
E,Chavez,U,,UNK
Pato,Rodriquez,U,,UNK
A,El Ghani,U,,UAE
Octavio,Piva Neto,U,,UNK
Joaquin,Castellano,U,,ESP
Stephen,Taylor,U,,IRL
Arif,Kocak,U,,TUR
Yildirak,Das,U,,TUR
Bedri,Baykam,U,,TUR
Mustafa,Gencsoy,U,,TUR
Ahmet,Gencsoy,U,,TUR
Nezih,Gunal,U,,TUR
Selim,Var,U,,TUR
Cumhur,Ongen,U,,TUR
Oguz,Eroglu,U,,TUR
Ziya,Isikustun,U,,TUR
Ali,Yenilmez,U,,TUR
Ali,Gorec,U,,TUR
Umit,Center,U,,TUR
Beyazit,Anbar,U,,TUR
Orhan,Atas,U,,TUR
Cahit,Atas,U,,TUR
Vartan,Tetikbas,U,,TUR
Murat,Gurler,U,,TUR
,,U,,UNK
Milos,Dimitrijevic,U,,UNK
Bertram,Knowles,U,,UNK
Leo,Rolle,U,,UNK
Bob,Adams,U,,UNK
Rob,Danner,U,,UNK
Rob,Cadwaller,U,,UNK
U,Sacoldelli,U,,UNK
Kosti,Killa,U,,CAN
Javier,Roch,R,,ESP
Jose,Andrade,R,,ESP
Brad,Hibbert,R,,NZL
Sebastien,Couberes,U,,FRA
Hamad Abbas,Janahi,U,19900804.0,UAE
Sebastian,Kraila,U,19890628.0,ROU
Christian,Marian,U,,GER
Maximilian,Kolleritsch,R,19930811.0,GER
Jeff,Gast,U,19890311.0,USA
Alexandre,Pierson,U,,FRA
Djordje,Djokovic,R,19950717.0,SRB
Jaden,Grinter,R,19930524.0,NZL
Mehdi,Benhammou,R,19880110.0,MAR
Khalid,Allouch,R,19910603.0,MAR
Artur,Completo,R,19940221.0,POR
Romain,Barbosa,R,19940417.0,POR
Joao,Barra,R,19940721.0,POR
Henrique,Sousa,U,19941209.0,POR
Goncalo,Loureiro,R,19950406.0,POR
Vasco,Mensurado,R,19940401.0,POR
Nicholas,Naumann,U,19930928.0,USA
David,Ohare,U,19900601.0,IRL
Abdulrahman,Al Harib,U,19950124.0,QAT
Mousa Shanan,Zayed,U,19940309.0,QAT
Marcos,Roy Girardi,R,19740311.0,ESP
Ferran,Ventura Martell,R,19780505.0,ESP
Marko,Boskovic,U,19910925.0,SRB
Jonathan,Ribaste,R,19881205.0,USA
Thomas,Knights,U,19900328.0,GBR
Ben,Dunbar,R,19890817.0,GBR
Tom,Williams,U,,GBR
Daniel,Cottier,U,,GBR
James,Prescott,R,19881202.0,GBR
Lewis,Barnes,R,19900512.0,GBR
Robert,Chambers,U,19880131.0,GBR
Boris,Obama,U,19880214.0,FRA
Chris,Harfield,R,19841015.0,GBR
Alexey,Iremashvili,R,19900713.0,RUS
Dominik,Pfeiffer,R,19801009.0,GER
Michael,Lux,R,,GER
Christian,Mohs,L,19920203.0,GER
Igor,Rud,R,19880516.0,RUS
David,Thomson,U,,GBR
Ahmed,El Menshawy,R,19910303.0,GBR
Jarryd,Bant,R,19921029.0,GBR
Nima,Madami,U,,SUI
Justin,Kronauge,U,19871027.0,USA
Eric,Basica,U,19810627.0,USA
Norman,Tam,R,,USA
Noah,Newman,R,,USA
Jared,Drucker,U,19860529.0,USA
Christian,Hand,R,19850421.0,USA
