,first_name,last_name,flag_code,residence,birthplace,birthdate,birth_year,turned_pro,weight_kg,height_cm,handedness,backhand
2645,F.,Dixon,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2646,W.,Dean,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2647,E.,Donn,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2648,L.,Dreyfus,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2649,S.,de Jakimowicz,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2650,T.,Dunlap,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2651,F.,Drew,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2652,Robert,Dudley,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2653,J.,DuBarry,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2654,A.,Devens,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2655,J.,Downey,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2656,G.,Drew,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2657,R.,Dieter,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2658,P.,Degener,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2659,D.,Dilworth,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2660,F.,Derham,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2661,G.,Douglas,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2662,J.,Darragh,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2663,Corentin,Denolly,FRA,"Paris, France","Vienne, France",19970606,1997.0,0.0,77.0,185.0,Left-Handed,Two-Handed Backhand
2664,Walker,Duncan,USA,Atlanta GA,"Memphis, Tennessee",19960507,1996.0,0.0,77.0,185.0,Right-Handed,Two-Handed Backhand
2665,Laurence,Doherty,GBR,0,Wimbledon,1875-10-08,1875.0,0.0,0.0,0.0,0,0
2666,Nigel,Davidson,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2667,Elie,De Lastours,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
2668,F.,Day,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2669,W.H.,Davidson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2670,H.C.,Davis,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2671,Baron,Detyll,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2672,H.,Dering,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2673,E.,Dewhurst,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2674,J.B.,Dufall,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2675,Neville,Durlacher,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2676,Reggie,Doherty,GBR,0,Wimbledon,1872-10-14,1872.0,0.0,0.0,0.0,0,0
2677,K.,Doust,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2678,H.W.,Davies,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2679,S.,Drapes,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2680,W.V.,Doherty,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2681,M.,Day,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2682,L.,DeForrest,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2683,Dwight,Davis,USA,0,"St.Louis, MS",1879-07-05,1879.0,0.0,0.0,0.0,0,0
2684,J.,Davidson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2685,F.,Darbishire,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2686,E.,de S.H. Browne,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2687,James,Dwight,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2688,W.,Darby,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2689,W.,Down,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2690,F.,Durant,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2691,W.,De Esterre,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2692,J.,Devans,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2693,H.,Daly,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2694,R.,Dalby,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2695,H.,Dickey,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2696,F.,Donahue,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2697,G.,Depew,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2698,C.,Davis,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2699,G.L.,Dunn,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2700,A.,de Navarro,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2701,E.,Denniston,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2702,W.,Dixon,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2703,J.,Deykin,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2704,Guy,Den Heijer,NED,0,0,19970330,1997.0,0.0,0.0,0.0,0,0
2705,Alex,de Minaur,AUS,"Alicante, Spain","Sydney, Australia",19990217,1999.0,2015.0,69.0,180.0,Right-Handed,Two-Handed Backhand
2706,Klaus,Eberhard,GER,0,"Dattelm, Germany",19570915,1957.0,0.0,0.0,0.0,0,0
2707,Charlton,Eagle,AUS,0,"Johannesburg, South Africa",19631130,1963.0,0.0,79.0,180.0,0,0
2708,Stefan,Edberg,SWE,"London, England","Vastervik, Sweden",19660119,1966.0,1983.0,77.0,188.0,0,0
2709,Mark,Edmondson,AUS,0,"Gosford, NSW, Australia",19540628,1954.0,0.0,86.0,185.0,0,0
2710,Constantinos,Efremoglou,GRE,0,"Athens, Greece",19620606,1962.0,0.0,74.0,188.0,0,0
2711,Eddie,Edwards,RSA,0,"Johannesburg, South Africa",19560703,1956.0,0.0,82.0,191.0,0,0
2712,David,Egdes,RSA,"Encino, California, USA",0,0,0.0,0.0,0.0,0.0,0,0
2713,Tarek,El Sakka,EGY,0,0,0,0.0,0.0,77.0,180.0,0,0
2714,Ahmed,El Mehelmy,EGY,0,"Cairo, Egypt",19620125,1962.0,0.0,77.0,183.0,0,0
2715,Peter,Elter,GER,0,"Frankfurt, Germany",19580610,1958.0,0.0,77.0,178.0,0,0
2716,Antony,Emerson,AUS,0,"Brisbane, QLDS, Australia",19630329,1963.0,0.0,73.0,180.0,0,0
2717,Stefan,Eriksson,SWE,0,"Enkoping, Sweden",19631017,1963.0,0.0,85.0,193.0,0,0
2718,Simone,Ercoli,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
2719,Francois,Errard,FRA,0,"Charleville, France",19670910,1967.0,0.0,71.0,180.0,0,0
2720,Jeff,Etterbeek,USA,0,"Holland, MI, USA",19561231,1956.0,0.0,0.0,0.0,0,0
2721,Kelly,Evernden,NZL,"Naples, FL","Gisborne, New Zealand",19610921,1961.0,1985.0,70.0,175.0,0,0
2722,Brett,Edwards,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2723,Roy,Emerson,AUS,0,"Blackbutt, QLDS, Australia",19361103,1936.0,0.0,79.0,183.0,0,0
2724,Weller,Evans,USA,"Ponte Vedra Beach, FL, U.S.A.","New York, NY",19541119,1954.0,1977.0,75.0,178.0,0,0
2725,Rand,Evett,USA,0,0,19540301,1954.0,0.0,0.0,0.0,0,0
2726,R.,Elangovan,IND,0,0,0,0.0,0.0,0.0,0.0,0,0
2727,Tom,Edlefsen,USA,0,"Oakland, CA",19411212,1941.0,0.0,73.0,188.0,0,0
2728,Craig,Edwards,USA,0,"Los Angeles, CA",19550519,1955.0,0.0,67.0,175.0,0,0
2729,Ismail,El Shafei,EGY,0,"Cairo, Egypt",19471115,1947.0,0.0,0.0,0.0,0,0
2730,Harald,Elschenbroich,GER,0,"Monchen-Gladbach, Germany",19410619,1941.0,0.0,0.0,0.0,0,0
2731,Mike,Estep,USA,"Hurst, TX, USA","Dallas, TX",19490719,1949.0,0.0,73.0,173.0,0,0
2732,Lars,Elvstrom,DEN,0,"Copenhagen, Denmark",19490818,1949.0,0.0,0.0,0.0,0,0
2733,Aly,El Dawoudi,EGY,0,0,0,0.0,0.0,0.0,0.0,0,0
2734,Thomas,Emmrich,GER,0,0,19530721,1953.0,0.0,0.0,0.0,0,0
2735,Claude,England,NZL,0,0,0,0.0,0.0,0.0,0.0,0,0
2736,Gaston,Escofet,ESP,0,0,0,0.0,0.0,0.0,0.0,0,0
2737,David,Engel,SWE,"Dinslaken, Germany","Gothenburg, Sweden",19671017,1967.0,1986.0,74.0,180.0,0,0
2738,Malcolm,Elley,NZL,0,"Auckland, New Zealand",0,0.0,0.0,0.0,0.0,0,0
2739,Hans,Engert,GER,0,"Mannheim, Germany",19510422,1951.0,0.0,0.0,0.0,0,0
2740,Ernie,Ewert,AUS,0,"Melbourne, VIC, Australia",19540605,1954.0,0.0,0.0,0.0,0,0
2741,Jeff,Edwards,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2742,Greg,Ewansky,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2743,Victor,Eke,AUS,0,"Sydney, Australia",19541111,1954.0,0.0,0.0,0.0,0,0
2744,Victor,Egorov,UKR,0,0,0,0.0,0.0,0.0,0.0,0,0
2745,John,Eagleton,RSA,0,0,0,0.0,0.0,0.0,0.0,0,0
2746,Mayez Jupiter,Elrich,AUS,0,0,19990409,1999.0,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand
2747,Jacco,Eltingh,NED,"Monte Carlo, Monaco","Heerde, Netherlands",19700829,1970.0,1988.0,80.0,188.0,0,0
2748,Robert,Eriksson,SWE,0,0,19710907,1971.0,0.0,0.0,0.0,0,0
2749,Ulf,Eriksson,SWE,0,0,0,0.0,0.0,0.0,0.0,0,0
2750,Thomas,Enqvist,SWE,"Monte Carlo, Monaco","Stockholm, Sweden",19740313,1974.0,1991.0,88.0,191.0,Right-Handed,Two-Handed Backhand
2751,Juan Pablo,Etchecoin,BRA,0,0,0,0.0,0.0,0.0,0.0,0,0
2752,Keith,Evans,USA,0,"Memphis, TN",19690322,1969.0,0.0,82.0,188.0,0,0
2753,Younes,El Aynaoui,MAR,"Rabat, Morocco","Rabat, Morocco",19710912,1971.0,1990.0,86.0,193.0,Right-Handed,Two-Handed Backhand
2754,David,Epstein,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2755,Joshua,Eagle,AUS,"Noosa, Queensland, Australia","Toowoomba, QSLD, Australia",19730510,1973.0,0.0,91.0,183.0,0,0
2756,Adli,El Shafei,EGY,0,0,0,0.0,0.0,0.0,0.0,0,0
2757,Eyal,Erlich,ISR,0,0,19770101,1977.0,1995.0,72.0,183.0,0,0
2758,Nicolas,Escude,FRA,"Geneva, Switzerland","Chartres, France",19760403,1976.0,1995.0,70.0,185.0,0,0
2759,Gaston,Etlis,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",19741104,1974.0,1993.0,76.0,185.0,0,0
2760,Werner,Eschauer,AUT,"Hollenstein, Austria","Hollenstein, Austria",19740426,1974.0,1998.0,76.0,188.0,Right-Handed,Two-Handed Backhand
2761,Ben,Ellwood,AUS,"South Melbourne, Australia","Canberra, A.C.T., Australia",19760312,1976.0,1994.0,76.0,178.0,0,0
2762,Tamer,El Sawy,EGY,"Tampa, FL, USA","Cairo, Egypt",19720211,1972.0,1993.0,80.0,188.0,Right-Handed,One-Handed Backhand
2763,Jonathan,Erlich,ISR,"Tel Aviv, Israel","Buenos Aires, Argentina",19770405,1977.0,1996.0,78.0,178.0,0,0
2764,Daniel,Elsner,GER,"Memmingerberg, Germany","Memmingerberg, Germany",19790104,1979.0,1997.0,80.0,183.0,0,0
2765,Mounir,El Aarej,MAR,0,0,19770616,1977.0,0.0,0.0,0.0,0,0
2766,Konstantinos,Economidis,GRE,"Thessaloniki, Greece","Thessaloniki, Greece",19771102,1977.0,1998.0,80.0,188.0,0,0
2767,Gilles,Elseneer,BEL,"Bruxelles, Belgium","Bruxelles, Belgium",19780306,1978.0,1998.0,77.0,188.0,0,0
2768,Mikhail,Elgin,RUS,"St. Petersburg, Russia","St. Petersburg, Russia",19811014,1981.0,1998.0,78.0,183.0,0,0
2769,Rainer,Eitzinger,AUT,"Stans, Austria","Schwaz, Austria",19830628,1983.0,2003.0,65.0,178.0,0,0
2770,Mohammed-Arif,Elahi,PAK,0,0,0,0.0,0.0,0.0,0.0,0,0
2771,Bruno,Echagaray,MEX,"Mexico City, Mexico","Mexico City, Mexico",19830508,1983.0,2000.0,84.0,183.0,Right-Handed,One-Handed Backhand
2772,John,Eastburn,AUS,0,0,0,0.0,1974.0,0.0,0.0,0,0
2773,Hansjorg,Elzer,GER,0,0,0,0.0,0.0,0.0,0.0,0,0
2774,Martin,Emmrich,GER,"Erkrath,Germany","Magdeburg, Germany",19841217,1984.0,2001.0,81.0,183.0,Left-Handed,Two-Handed Backhand
2775,Terry,Ehlers,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2776,Juan-Manuel,Elizondo,MEX,"Atlanta, GA, USA","Leon, Mexico",19830608,1983.0,0.0,74.0,180.0,Ambidextrous,Two-Handed Backhand
2777,Victor,Estrella Burgos,DOM,"Santiago, Dominican Republic","Santiago, Dominican Republic",19800802,1980.0,2002.0,77.0,170.0,Right-Handed,One-Handed Backhand
2778,David,Estruch,ESP,0,0,19850720,1985.0,0.0,0.0,0.0,0,0
2779,Stanley,Ellis,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2780,Brendan,Evans,USA,"Wesley Chapel, FL, USA","Pontiac, Michigan, USA",19860408,1986.0,2004.0,91.0,188.0,0,0
2781,Colin,Ebelthite,AUS,0,0,19841127,1984.0,0.0,0.0,0.0,0,0
2782,Oguz,Eroglu,TUR,0,0,0,0.0,0.0,0.0,0.0,0,0
2783,John,El Khoury,LIB,0,0,0,0.0,0.0,0.0,0.0,0,0
2784,Mikael,Ekman,SWE,0,0,19840330,1984.0,0.0,0.0,0.0,0,0
2785,Ervin,Eleskovic,SWE,0,0,19870508,1987.0,0.0,0.0,0.0,0,0
2786,Omar,El Hizaz,MAR,0,0,19800915,1980.0,0.0,0.0,0.0,0,0
2787,Reda,El Amrani,MAR,"Mohammedia, Morocco","Casablanca, Morocco",19880519,1988.0,0.0,82.0,185.0,Right-Handed,Two-Handed Backhand
2788,Oscar,Escribano,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
2789,Gonzalo,Escobar,ECU,"Manta, Ecuador","Manta, Ecuador",19890120,1989.0,0.0,0.0,0.0,Left-Handed,Two-Handed Backhand
2790,Patrick,Eichenberger,SUI,0,0,19880602,1988.0,0.0,0.0,0.0,0,0
2791,Laurentiu,Erlic,ROU,0,0,19861220,1986.0,0.0,0.0,0.0,0,0
2792,Chris,Eaton,GBR,"Horsley, Surrey, Great Britain","Guildford, Great Britain",19871127,1987.0,0.0,76.0,0.0,0,0
2793,Jonathan,Eysseric,FRA,"Grasse, France","Saint-Germain-En-Laye, France",19900527,1990.0,2008.0,79.0,180.0,Left-Handed,Two-Handed Backhand
2794,Markus,Eriksson,SWE,"Gothenburg, Sweden","Gothenburg, Sweden",19891129,1989.0,0.0,80.0,188.0,Right-Handed,Two-Handed Backhand
2795,Joe,Epkey,USA,0,0,19840601,1984.0,0.0,0.0,0.0,0,0
2796,Daniel,Evans,GBR,"Birmingham, England","Birmingham, England",19900523,1990.0,2006.0,75.0,175.0,Right-Handed,One-Handed Backhand
2797,Matthew,Ebden,AUS,"Perth, Australia","Durban, South Africa",19871126,1987.0,2006.0,80.0,188.0,Right-Handed,Two-Handed Backhand
2798,Gastao,Elias,POR,"Lourinhã, Portugal","Lourinhã, Portugal",19901124,1990.0,2008.0,76.0,183.0,Right-Handed,Two-Handed Backhand
2799,Ivan,Endara,ECU,Ecuador,"Quito, Ecuador",19880304,1988.0,0.0,75.0,0.0,Right-Handed,Two-Handed Backhand
2800,Mauricio,Echazu,PER,0,0,19890121,1989.0,0.0,0.0,0.0,0,0
2801,Maximiliano,Estevez,ARG,"Buenos Aires, Argentina","Rio Gallegos, Argentina",19890518,1989.0,0.0,82.0,191.0,Left-Handed,Two-Handed Backhand
2802,Benedikt,Eger,GER,0,0,19891208,1989.0,0.0,0.0,0.0,0,0
2803,Adam,El Mihdawy,USA,0,0,19890809,1989.0,0.0,0.0,0.0,0,0
2804,Idio,Escobar,BRA,0,0,19911122,1991.0,0.0,0.0,0.0,0,0
2805,Omar,Erramy,MAR,0,0,19881015,1988.0,0.0,0.0,0.0,0,0
2806,Joss,Espasandin,SUI,0,0,19900504,1990.0,0.0,0.0,0.0,0,0
2807,Gregorio,Espinosa Muller,FRA,0,0,19830921,1983.0,0.0,0.0,0.0,0,0
2808,Nicholas,Edlefsen,USA,0,0,19840721,1984.0,0.0,0.0,0.0,0,0
2809,Hiroyasu,Ehara,JPN,0,0,19910618,1991.0,0.0,0.0,0.0,0,0
2810,Ahmed,El Menshawy,GBR,0,0,19910303,1991.0,0.0,0.0,0.0,0,0
2811,Justin,Eleveld,NED,0,0,19920526,1992.0,0.0,0.0,0.0,0,0
2812,Antoine,Escoffier,FRA,0,0,19920229,1992.0,0.0,0.0,0.0,0,0
2813,Sandro,Ehrat,SUI,0,"Schaffhausen, Switzerland",19910418,1991.0,0.0,0.0,180.0,0,0
2814,Simon,Ede,AUS,0,0,19920313,1992.0,0.0,0.0,0.0,0,0
2815,Michael,Eibl,AUT,0,0,19930914,1993.0,0.0,0.0,0.0,0,0
2816,Kyle,Edmund,GBR,"Beverley, Great Britain","Johannesburg, South Africa",19950108,1995.0,2012.0,83.0,188.0,Right-Handed,Two-Handed Backhand
2817,Amir,El-Bayoumy,EGY,0,0,19841203,1984.0,0.0,0.0,0.0,0,0
2818,Elmar,Ejupovic,GER,"Weinheim, Germany","Wolfsburg, Germany",19930201,1993.0,0.0,90.0,193.0,0,0
2819,Christopher,Eubanks,USA,"Atlanta, GA, USA","Atlanta, GA, USA",19960505,1996.0,2017.0,82.0,201.0,Right-Handed,One-Handed Backhand
2820,Nicolas,Ernst,GER,0,0,19861228,1986.0,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand
2821,Neeraj,Elangovan,IND,0,0,19950202,1995.0,0.0,0.0,0.0,0,0
2822,Evgeny,Elistratov,RUS,"Moscow, Russia","Khabarovsk, Russia",19941228,1994.0,0.0,85.0,193.0,Right-Handed,Two-Handed Backhand
2823,Charlie,Ellis,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2824,Desmond,Early,IRL,0,0,0,0.0,0.0,0.0,0.0,0,0
2825,Magnus,Eriksson,SWE,0,0,19920607,1992.0,0.0,0.0,0.0,0,0
2826,Ernesto,Escobedo,USA,"West Covina, CA, USA","Los Angeles, CA, USA",19960704,1996.0,2014.0,82.0,185.0,Right-Handed,Two-Handed Backhand
2827,R. S. ,Edwards,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2828,J. C. ,Edwards,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2829,Vyacheslav,Egorov,RUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2830,Dieter,Ecklebe,GER,0,0,19391016,1939.0,0.0,0.0,0.0,0,0
2831,William,Edwards,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2832,Ramsey,Earnhart,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2833,Pablo,Eisenberg,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2834,John,Evans,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2835,Carl,Eltzholtz,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2836,Jon,Erickson,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2837,Peter,Estin,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2838,Samir,El Khoury,LIB,0,0,19310623,1931.0,0.0,0.0,0.0,0,0
2839,Alan,Englander,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2840,Hubert,Eaton,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2841,Arthur,Edis,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2842,Donald,Eisenberg,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2843,Merrill,Ehmke,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2844,Ake,Eliaeson,SWE,0,0,19230526,1923.0,0.0,0.0,0.0,0,0
2845,Reg,Ewin,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2846,Arnold,England,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2847,Raymond,Egan,IRL,0,0,19140812,1914.0,0.0,0.0,0.0,0,0
2848,Max,Ellmer,SUI,0,0,19090706,1909.0,0.0,0.0,0.0,0,0
2849,Geza,Eros,HUN,0,0,0,0.0,0.0,0.0,0.0,0,0
2850,Neil,Ennis,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2851,Geoffrey,Emmett,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2852,James,Evert,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2853,Harris,Everett,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2854,Daniel,Eger,AUT,0,0,19950831,1995.0,0.0,0.0,0.0,0,0
2855,Ronald,Edwards,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2856,Alexander,Erler,AUT,0,0,19971027,1997.0,0.0,0.0,0.0,0,0
2857,Leon,Everett,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2858,Hector,Etchart,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
2859,Neil,Edwards,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2860,Colin,Eedes,RSA,0,0,0,0.0,0.0,0.0,0.0,0,0
2861,P.D.,Eeman,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2862,William,Earle,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2863,Henri-Paul,Emard,CAN,0,0,0,0.0,0.0,0.0,0.0,0,0
2864,Andrew,Ewbank,BEL,0,0,0,0.0,0.0,0.0,0.0,0,0
2865,T.,Eggmann,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2866,D.M.,Evans,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2867,W.,Evans,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2868,Costas,Efstratiadis,GRE,0,0,0,0.0,0.0,0.0,0.0,0,0
2869,A.,Ernst,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2870,Unknown,Espanol,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2871,R.D.,England,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2872,Cyril,Eames,GBR,0,0,1890-10-20,1890.0,0.0,0.0,0.0,0,0
2873,A.K.,Evans,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2874,J.,Evers,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2875,R.,Evans,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2876,G.,Emerson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2877,Cyril,Eltringham,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2878,G.M.,Elliott,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2879,I.,Evans,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2880,L.,Edwards,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2881,E.,Edwards,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2882,J.,Elliott,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2883,J.,Ewing,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2884,P.,Edralin,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2885,R.,Eagle,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2886,J.,Eaton,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2887,S.,England,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
2888,E.,Ess,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2889,Wilberforce,Eaves,GBR,0,"Melbourne, Victoria",1867-12-10,1867.0,0.0,0.0,0.0,0,0
2890,S.,Edwards,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2891,T.,Edmett,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2892,H.,Ewer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2893,N.,Emmons,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2894,F.,Edgill,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2895,G.E.,Evered,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2896,Leonard,Escombe,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2897,T.,Ennis,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
2898,N.,Emerson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2899,G.,Eames,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2900,D.B.,Eldridge,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2901,D.G.,Eldridge,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2902,Y.,Edwards,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2903,W.,Escombe,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2904,C.,Eames,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2905,W.,Edward,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2906,C.,Evill,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2907,J.,Eddis,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2908,L.,Erskine,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2909,C.,Ewbank,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2910,A.,Emmons,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2911,O.,Englestrom,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2912,H.,Emmons,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2913,W.,Eaton,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2914,F.,Eldridge,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2915,Juan,Espinel,COL,0,0,19930605,1993.0,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand
2916,Camilo Andres,Erazo,COL,"Popayan, Colombia","Popayan Cauca, Colombia",19961227,1996.0,0.0,75.0,0.0,Left-Handed,Two-Handed Backhand
2917,Rodrigo,Echavarria,COL,0,0,19961210,1996.0,0.0,0.0,0.0,0,0
2918,Rick,Fagel,USA,0,"Miami, FL",19531129,1953.0,0.0,70.0,180.0,0,0
2919,Michael,Fancutt,AUS,0,"Brisbane, Australia",19610220,1961.0,0.0,82.0,191.0,0,0
2920,Charlie,Fancutt,AUS,0,"Brisbane, Australia",19590617,1959.0,0.0,75.0,178.0,0,0
2921,Fabrizio,Fanucci,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
2922,Lorenzo,Fargas,ESP,0,"Barcelona, Spain",19571019,1957.0,0.0,79.0,173.0,0,0
2923,Ted,Farnsworth,USA,0,"New York, NY",19620730,1962.0,0.0,79.0,188.0,0,0
2924,Juan,Farrow,USA,0,"Lynchburg, VA",19580118,1958.0,0.0,73.0,180.0,0,0
2925,John,Feaver,GBR,0,"Fleet, England",19520216,1952.0,0.0,79.0,191.0,0,0
2926,Mike,Fedderly,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
2927,Christian,Feenstra,NED,0,"Utrecht, Netherlands",19670513,1967.0,0.0,69.0,183.0,0,0
2928,Peter,Feigl,AUT,0,"Vienna, Austria",19511130,1951.0,0.0,77.0,183.0,0,0
2929,Jose Antonio,Fernandez,CHI,0,"Santiago, Chile",19650126,1965.0,1980.0,0.0,0.0,0,0
2930,David,Felgate,GBR,"London, England","Essex, England",19640319,1964.0,1983.0,75.0,180.0,0,0
