,first_name,last_name,hand,birth_date,country_code,age
6024,Carlos,Rosique Alvarez,U,1992-08-08,ESP,32.0
6025,Peter,Heller,R,1992-08-12,GER,32.0
6026,Stefan,Micov,R,1992-08-12,MKD,32.0
6027,Alexander,Rumyantsev,R,1992-08-16,RUS,32.0
6028,Diego Sebastian,Schwartzman,R,1992-08-16,ARG,32.0
6029,Nicolas,Kicker,R,1992-08-16,ARG,32.0
6030,Denis,Kudla,R,1992-08-17,USA,32.0
6031,Nebojsa,Peric,U,1992-08-18,SRB,32.0
6032,Sergiu,Rogoveanu,U,1992-08-21,ROU,32.0
6033,Alban,Meuffels,U,1992-08-24,NED,32.0
6034,Ivan,Sabanov,R,1992-08-25,CRO,32.0
6035,Libor,Salaba,R,1992-08-26,CZE,32.0
6036,Shalva,Dzhanashia,L,1992-08-26,RUS,32.0
6037,Lucian,Gheorghe,R,1992-08-27,ROU,32.0
6038,Philip,Davydenko,U,1992-09-02,RUS,32.0
6039,Sander,Brendmoe,R,1992-09-11,NOR,32.0
6040,Giammarco,Micolani,R,1992-09-12,ITA,32.0
6041,Yang,Lu,U,1992-09-19,CHN,32.0
6042,Facundo,Mena,R,1992-09-22,ARG,32.0
6043,Jack,Sock,R,1992-09-24,USA,32.0
6044,Michel,Vernier,R,1992-09-27,CHI,32.0
6045,Thomas,Statzberger,R,1992-09-27,AUT,32.0
6046,Pavel,Krainik,R,1992-09-28,CAN,32.0
6047,Pavel,Krcek,R,1992-09-28,CZE,32.0
6048,Finn,Meinecke,R,1992-09-29,GER,32.0
6049,Lucas,Renard,R,1992-09-30,SWE,32.0
6050,Marco,Cecchinato,R,1992-09-30,ITA,32.0
6051,Victor,Baluda,R,1992-09-30,RUS,32.0
6052,Kevin,Jordi,R,1992-10-08,SUI,32.0
6053,Rafael,Aita,R,1992-10-11,PER,32.0
6054,Henrique,Tsukamoto,U,1992-10-13,BRA,32.0
6055,Mitchell,Frank,R,1992-10-16,USA,32.0
6056,Bernard,Tomic,R,1992-10-21,AUS,32.0
6057,Alexey,Vatutin,U,1992-10-27,RUS,32.0
6058,Daniiar,Duldaev,R,1992-10-27,KGZ,32.0
6059,Jung Woong,Na,U,1992-10-31,KOR,32.0
6060,Jozef,Kovalik,R,1992-11-04,SVK,32.0
6061,Daniel,Coronado,U,1992-11-06,BRA,32.0
6062,Mike,Vermeer,U,1992-11-08,LUX,32.0
6063,Egor,Gerasimov,R,1992-11-11,BLR,32.0
6064,Christian,Trubrig,U,1992-11-13,AUT,32.0
6065,Thomas,Le Boulch,L,1992-11-14,FRA,32.0
6066,Thomas Jun,Facchini Takemoto,R,1992-11-15,BRA,32.0
6067,Ciaran,Fitzgerald,U,1992-11-16,IRL,32.0
6068,Nikolai,Haessig,L,1992-11-18,CAN,32.0
6069,Alexis,Carlos,U,1992-11-19,MEX,32.0
6070,Hamid,Reza Nadaf,R,1992-11-19,IRI,32.0
6071,Juan Carlos,Ceballos,U,1992-11-22,VEN,32.0
6072,Mathis,Di Maio,U,1992-11-23,FRA,32.0
6073,Daniel,Schmitt,U,1992-11-24,BRA,32.0
6074,Sang Woo,Noh,U,1992-11-25,KOR,32.0
6075,Daniel,Berta,R,1992-11-26,SWE,32.0
6076,Vladislav,Dubinsky,R,1992-11-26,RUS,32.0
6077,Ashot,Khacharyan,R,1992-11-28,RUS,32.0
6078,Benjamin,Mitchell,R,1992-11-30,AUS,32.0
6079,Sumeet,Shinde,R,1992-12-01,IND,32.0
6080,Alexandre,Tsuchiya,U,1992-12-05,BRA,32.0
6081,Tim,Nekic,L,1992-12-09,GER,32.0
6082,Teri,Groll,U,1992-12-10,FRA,32.0
6083,Anton,Bettink,U,1992-12-11,NZL,32.0
6084,Salvatore,Caruso,R,1992-12-15,ITA,32.0
6085,Micke,Kontinen,R,1992-12-18,FIN,32.0
6086,Felipe,Soares,R,1992-12-21,BRA,32.0
6087,Gonzalo,Bravo Pavez,U,1992-12-21,CHI,32.0
6088,Hunter,Callahan,R,1992-12-21,USA,32.0
6089,Dane,Webb,U,1992-12-29,USA,32.0
6090,Guilherme,Clezar,R,1992-12-31,BRA,32.0
6091,George,Tsivadze,U,1993-01-02,GEO,31.0
6092,Edgar,Lopez,R,1993-01-03,MEX,31.0
6093,Ismail,Lahlou,R,1993-01-04,MAR,31.0
6094,Alex,Bolt,L,1993-01-05,AUS,31.0
6095,Filip,Horansky,R,1993-01-07,SVK,31.0
6096,Gurinder,Singh,U,1993-01-07,IND,31.0
6097,Sean,Berman,R,1993-01-08,USA,31.0
6098,Gabriel,Vicentini Pereira,R,1993-01-09,BRA,31.0
6099,Fedor,Chervyakov,R,1993-01-13,RUS,31.0
6100,Motoaki,Kita,R,1993-01-16,JPN,31.0
6101,Kevin,Farin,R,1993-01-18,BEL,31.0
6102,Carlos,Boluda Purkiss,R,1993-01-22,ESP,31.0
6103,Ciprian,Alexandru Porumb,R,1993-01-24,ROU,31.0
6104,Constantin,Christ,U,1993-01-24,GER,31.0
6105,Ricardo,Ojeda Lara,U,1993-01-26,ESP,31.0
6106,Taro,Daniel,R,1993-01-27,JPN,31.0
6107,Denny,Stanojevic,U,1993-01-29,SWE,31.0
6108,Tiago,Fernandes,R,1993-01-29,BRA,31.0
6109,Teodor,Nicolae Marin,R,1993-02-01,ROU,31.0
6110,Olivier,Duberville,U,1993-02-05,FRA,31.0
6111,George,Morgan,R,1993-02-07,GBR,31.0
6112,Mate,Cutura,R,1993-02-08,CRO,31.0
6113,He,Feng,U,1993-02-11,CHN,31.0
6114,Dragos,Constantin Ignat,R,1993-02-13,ROU,31.0
6115,Kiarash,Souri,R,1993-02-16,IRI,31.0
6116,Kevin,Albonetti,R,1993-02-18,ITA,31.0
6117,Toby,Martin,R,1993-02-19,GBR,31.0
6118,Axel,Alvarez Llamas,R,1993-02-25,ESP,31.0
6119,Andrey,Yuzhnyy,R,1993-02-27,RUS,31.0
6120,Patrick,Elias,R,1993-02-27,GER,31.0
6121,Warit,Sornbutnark,U,1993-02-27,THA,31.0
6122,Tristan,Lamasine,R,1993-03-05,FRA,31.0
6123,Yaraslau,Shyla,R,1993-03-05,BLR,31.0
6124,Juan Pablo,Murra,U,1993-03-09,MEX,31.0
6125,Matthias,Wunner,R,1993-03-10,GER,31.0
6126,Rakshay,Thakkar,U,1993-03-11,IND,31.0
6127,Andrew,Mcleod,R,1993-03-15,AUS,31.0
6128,Dekel,Bar,R,1993-03-15,ISR,31.0
6129,Ben,Wagland,L,1993-03-16,AUS,31.0
6130,Dor,Belfer,L,1993-03-16,ISR,31.0
6131,Jan,Kuncik,L,1993-03-20,CZE,31.0
6132,Adria Mas,Mascolo,U,1993-03-23,ESP,31.0
6133,Roberto,Carballes Baena,R,1993-03-23,ESP,31.0
6134,Maciej,Smola,R,1993-03-24,POL,31.0
6135,Jeson,Patrombon,R,1993-03-27,PHI,31.0
6136,Joep,Dieteren,R,1993-03-29,NED,31.0
6137,Julio Cesar,Vasquez Bonilla,U,1993-03-29,MEX,31.0
6138,Andrew,Dzulynsky,U,1993-03-30,USA,31.0
6139,Duje,Kekez,R,1993-03-30,CRO,31.0
6140,Denys,Mylokostov,L,1993-04-05,UKR,31.0
6141,Sebastien,Boltz,R,1993-04-05,FRA,31.0
6142,Lucas,Szewczyk,U,1993-04-07,FRA,31.0
6143,Suk Young,Jeong,R,1993-04-12,KOR,31.0
6144,Juan,Fiesta,U,1993-04-13,ARG,31.0
6145,Aliaksandr,Bulitski,R,1993-04-14,BLR,31.0
6146,Leonard,Stakhovsky,R,1993-04-14,UKR,31.0
6147,Franco,Agamenone,U,1993-04-15,ARG,31.0
6148,James,Ireland,R,1993-04-15,GBR,31.0
6149,Tomas,Lipovsek Puches,U,1993-04-17,ARG,31.0
6150,Diego,Hidalgo,U,1993-04-18,ECU,31.0
6151,Tal,Itzhaki,U,1993-04-19,ISR,31.0
6152,Joris,De Loore,R,1993-04-21,BEL,31.0
6153,Sidharth,Rawat,U,1993-04-21,IND,31.0
6154,Vladyslav,Manafov,U,1993-04-22,UKR,31.0
6155,Jakhongir,Jalalov,R,1993-04-24,UZB,31.0
6156,Marcos,Vinicius Dias,R,1993-04-24,BRA,31.0
6157,Maxime,Chazal,U,1993-04-24,FRA,31.0
6158,Viktor,Farkas,R,1993-04-26,SVK,31.0
6159,Gonzalo,Lama,R,1993-04-27,CHI,31.0
6160,Ricardo,Rodriguez,R,1993-04-28,VEN,31.0
6161,Kuan,Lee,U,1993-04-30,TPE,31.0
6162,Oriol,Roca Batalla,R,1993-04-30,ESP,31.0
6163,Boris,Melamed,L,1993-05-01,GER,31.0
6164,Amerigo,Contini,R,1993-05-03,ITA,31.0
6165,Spencer,Newman,R,1993-05-06,USA,31.0
6166,Felipe,Mantilla,R,1993-05-10,COL,31.0
6167,Dante,Gennaro,R,1993-05-14,ARG,31.0
6168,Ega,Uneputty,R,1993-05-15,INA,31.0
6169,Hong,Chung,L,1993-05-16,KOR,31.0
6170,Ismael,Merino,R,1993-05-19,PER,31.0
6171,Jason,Kubler,R,1993-05-19,AUS,31.0
6172,Denis,Yevseyev,U,1993-05-22,KAZ,31.0
6173,Jason,Tahir,U,1993-05-26,USA,31.0
6174,Fei Yun,Liao,U,1993-05-28,TPE,31.0
6175,Hasier,Pastor,R,1993-05-29,ESP,31.0
6176,Mick,Lescure,R,1993-06-02,FRA,31.0
6177,Luis Enrique,Barrientos,R,1993-06-04,MEX,31.0
6178,Sahak,Bazrganian,R,1993-06-05,USA,31.0
6179,Nutthanon,Kadchapanan,R,1993-06-07,THA,31.0
6180,Naoki,Takeda,U,1993-06-11,JPN,31.0
6181,Pascal,Meis,U,1993-06-11,GER,31.0
6182,Samuel,Ribeiro Navarrete,U,1993-06-12,ESP,31.0
6183,Hugo,Dellien,R,1993-06-16,BOL,31.0
6184,Darius,Florin Bragusi,U,1993-06-18,ROU,31.0
6185,Federico,Margini,R,1993-06-23,ITA,31.0
6186,Maxim,Dubarenco,R,1993-06-24,MDA,31.0
6187,Mateo,Facundo Cressa,U,1993-06-25,ARG,31.0
6188,Pedro,Sakamoto,U,1993-06-29,BRA,31.0
6189,Nigmat,Shofayziev,R,1993-06-30,UZB,31.0
6190,Ryota,Kishi,U,1993-06-30,JPN,31.0
6191,Jea Moon,Lee,R,1993-07-02,KOR,31.0
6192,Mate,Pavic,L,1993-07-04,CRO,31.0
6193,Lorenzo,De Rosa,U,1993-07-09,ITA,31.0
6194,Matias,Sborowitz,R,1993-07-09,CHI,31.0
6195,Jiri,Vesely,L,1993-07-10,CZE,31.0
6196,Bruno,Santanna,R,1993-07-12,BRA,31.0
6197,Lukas,Vrnak,R,1993-07-14,CZE,31.0
6198,Jannick,Lupescu,R,1993-07-16,NED,31.0
6199,Oscar,Otte,R,1993-07-16,GER,31.0
6200,Mikhail,Vaks,R,1993-07-18,RUS,31.0
6201,Bjorn,Fratangelo,R,1993-07-19,USA,31.0
6202,Daniel,Skripnik,R,1993-07-20,ISR,31.0
6203,Marcos,Giron,R,1993-07-24,USA,31.0
6204,Raul,Francisquiny,U,1993-07-26,BRA,31.0
6205,Dimitar,Kuzmanov,R,1993-07-28,BUL,31.0
6206,Filip,Vittek,R,1993-07-29,SVK,31.0
6207,Felipe,Fritz,R,1993-07-31,CHI,31.0
6208,Aleksandre,Metreveli,R,1993-08-10,GEO,31.0
6209,Cahit,Kapukiran,R,1993-08-10,TUR,31.0
6210,Andrew,Whittington,R,1993-08-11,AUS,31.0
6211,Mariano,Urli,R,1993-08-12,ARG,31.0
6212,Ji Sung,Nam,R,1993-08-15,KOR,31.0
6213,Juan Ignacio,Londero,R,1993-08-15,ARG,31.0
6214,Gabor,Csonka,U,1993-08-18,HUN,31.0
6215,Oliver,Hudson,R,1993-08-25,GBR,31.0
6216,Facundo,Manzanares,U,1993-08-30,ARG,31.0
6217,Roberto,Cid,R,1993-08-30,DOM,31.0
6218,Dominic,Thiem,R,1993-09-03,AUT,31.0
6219,Aslan,Karatsev,R,1993-09-04,RUS,31.0
6220,Dennis,Mkrtchian,U,1993-09-04,USA,31.0
6221,Diego,Zegarra,R,1993-09-08,BOL,31.0
6222,Chieh Fu,Wang,U,1993-09-11,TPE,31.0
6223,Andres,Artunedo Martinavarr,R,1993-09-14,ESP,31.0
6224,Michael,Eibl,U,1993-09-14,AUT,31.0
6225,Mohit,Mayur Jayaprakash,R,1993-09-14,IND,31.0
6226,Morgan,Mays,U,1993-09-17,USA,31.0
6227,Mauricio,Perez Mota,U,1993-09-21,ARG,31.0
6228,Mate,Delic,R,1993-09-29,CRO,31.0
6229,Oliver,Golding,R,1993-09-29,GBR,31.0
6230,Rodolfo,Jauregui Sainz De Rozas,U,1993-10-02,MEX,31.0
6231,Robin,Kern,R,1993-10-03,GER,31.0
6232,Nik,Razborsek,L,1993-10-04,SLO,31.0
6233,Edoardo,Eremin,R,1993-10-05,ITA,31.0
6234,Joao,Domingues,R,1993-10-05,POR,31.0
6235,Luis,Patino,R,1993-10-06,MEX,31.0
6236,Saurabh,Patil,R,1993-10-15,IND,31.0
6237,Joao Pedro,Sorgi,R,1993-10-18,BRA,31.0
6238,Jaume,Martinez Vich,U,1993-10-21,ESP,31.0
6239,Calum,Puttergill,U,1993-10-22,AUS,31.0
6240,Shane,Vinsant,R,1993-10-25,USA,31.0
6241,Gaston,Paz,L,1993-10-30,ARG,31.0
6242,Maciej,Romanowicz,R,1993-10-31,POL,31.0
6243,Arkadiusz,Kocyla Kd20,R,1993-11-02,POL,31.0
6244,Kamil,Khalil,R,1993-11-02,LIB,31.0
6245,Pietro,Rondoni,U,1993-11-03,ITA,31.0
6246,Dennis,Novikov,R,1993-11-06,USA,31.0
6247,Boris,Arias,R,1993-11-09,BOL,31.0
6248,Adrian,Partl,R,1993-11-13,SVK,31.0
6249,Karue,Sell,R,1993-11-13,BRA,31.0
6250,Michael,Redlicki,L,1993-11-16,USA,31.0
6251,Lloyd,Glasspool,U,1993-11-19,GBR,31.0
6252,Michael,Bois,R,1993-11-19,FRA,31.0
6253,Julien,Demois,L,1993-11-20,FRA,31.0
6254,Austin,Smith,U,1993-11-25,USA,31.0
6255,Marcos,Giraldi Requena,R,1993-11-26,ESP,31.0
6256,Robert,Rumler,R,1993-12-01,CZE,31.0
6257,Mark,Richards,R,1993-12-03,AUS,31.0
6258,Ronald,Slobodchikov,R,1993-12-04,RUS,31.0
6259,Zhaoyi,Cao,R,1993-12-05,CHN,31.0
6260,Simon,Norenius,U,1993-12-17,SWE,31.0
6261,Julian,Busch,R,1993-12-21,ARG,31.0
6262,Ariez,Elyaas Deen Heshaam,R,1993-12-24,MAS,31.0
6263,Vasile,Alexandru Ghilea,R,1993-12-31,ROU,31.0
6264,Victor,Amorim Gonzaga,U,1994-01-01,BRA,30.0
6265,Maxime,Tchoutakian,U,1994-01-03,FRA,30.0
6266,Liam,Broady,L,1994-01-04,GBR,30.0
6267,Durukan,Durmus,L,1994-01-11,TUR,30.0
6268,Mitchell,Krueger,R,1994-01-12,USA,30.0
6269,Leandro,Portmann,U,1994-01-13,ARG,30.0
6270,Samuel,Monette,L,1994-01-14,CAN,30.0
6271,Vinod,Gowda,U,1994-01-16,IND,30.0
6272,Pedro,Dumont,U,1994-01-17,BRA,30.0
6273,Mathias,Bourgue,R,1994-01-18,FRA,30.0
6274,Marcelo,Plaza,R,1994-01-27,CHI,30.0
6275,Filip,Peliwo,R,1994-01-30,CAN,30.0
6276,Luke,Saville,R,1994-02-01,AUS,30.0
6277,Hernan,Casanova,U,1994-02-06,ARG,30.0
6278,Kimmer,Coppejans,R,1994-02-07,BEL,30.0
6279,Pedro Pablo,Ruiz,R,1994-02-08,COL,30.0
6280,Scott,Clayton,U,1994-02-11,GBR,30.0
6281,Gregoire,Barrere,R,1994-02-16,FRA,30.0
6282,Petar,Tomic,R,1994-02-18,SRB,30.0
6283,Lucas,Pouille,R,1994-02-23,FRA,30.0
6284,Bar Tzuf,Botzer,R,1994-03-02,ISR,30.0
6285,Fares,Ghasya,U,1994-03-03,LBA,30.0
6286,Mateo Nicolas,Martinez,R,1994-03-05,ARG,30.0
6287,Andrew,Harris,R,1994-03-07,AUS,30.0
6288,Aviv,Ben Shabat,U,1994-03-09,ISR,30.0
6289,Mico,Santiago,U,1994-03-11,USA,30.0
6290,Chih Jen,Ho,U,1994-03-18,TPE,30.0
6291,Joaquin,Amaya,U,1994-03-18,ARG,30.0
6292,Patrik,Fabian,L,1994-03-20,SVK,30.0
6293,Kamil,Benmoussa,R,1994-03-21,MAR,30.0
6294,Wisnu Adi,Nugroho,U,1994-03-21,INA,30.0
6295,Alexander,Ritschard,R,1994-03-24,SUI,30.0
6296,Marko,Tepavac,R,1994-04-05,SRB,30.0
6297,Kevin,Kaczynski,R,1994-04-06,GER,30.0
6298,Danil,Zelenkov,U,1994-04-15,MKD,30.0
6299,Jack,Schipanski,R,1994-04-16,AUS,30.0
6300,Terrell,Celestine,U,1994-04-24,USA,30.0
6301,Vitor Augusto,Bitencourt Pinheiro,R,1994-04-28,BRA,30.0
6302,Felipe,Escobar,U,1994-05-04,COL,30.0
6303,Guilherme,Hadlich,U,1994-05-05,BRA,30.0
6304,Yuqing,Ning,R,1994-05-09,CHN,30.0
6305,Efrain Jose,Noguera Alvarado,R,1994-05-12,VEN,30.0
6306,Xin,Gao,U,1994-05-12,CHN,30.0
6307,David,Perez Sanz,U,1994-05-15,ESP,30.0
6308,Mohamed,Shabib,L,1994-05-18,DEN,30.0
6309,Vaclav,Safranek,R,1994-05-20,CZE,30.0
6310,Jabor,Al Mutawa,U,1994-05-21,QAT,30.0
6311,David,Pavlik,U,1994-05-23,CZE,30.0
6312,Harrison,Adams,R,1994-05-25,USA,30.0
6313,Christian,Harrison,R,1994-05-29,USA,30.0
6314,Thiago,Monteiro,L,1994-05-31,BRA,30.0
6315,Vitaly,Kozyukov,R,1994-06-02,RUS,30.0
6316,Christopher,Oconnell,U,1994-06-03,AUS,30.0
6317,Gabriel,Friedrich,U,1994-06-04,BRA,30.0
6318,Julien,Cagnina,R,1994-06-04,BEL,30.0
6319,Mitchell,Polnet,R,1994-06-06,USA,30.0
6320,Alexios,Halebian,L,1994-06-08,USA,30.0
6321,Clayton,Gilbertson,R,1994-06-08,RSA,30.0
6322,Loic,Perret,U,1994-06-08,FRA,30.0
6323,Jannis,Kahlke,L,1994-06-09,GER,30.0
6324,Felipe,Assuncao Garla,R,1994-06-13,BRA,30.0
6325,Stefan,Vinti,R,1994-06-21,ROU,30.0
6326,Adriaan,Du Toit,U,1994-06-29,RSA,30.0
6327,Martins,Podzus,R,1994-06-29,LAT,30.0
6328,Armel,Rancezot,R,1994-06-30,FRA,30.0
6329,Konstantin,Gerlakh,L,1994-07-09,RUS,30.0
6330,Bastian,Wagner,R,1994-07-16,GER,30.0
6331,Juan Pablo,Boada G,U,1994-07-30,BOL,30.0
6332,Alexey,Nesterov,U,1994-08-02,KAZ,30.0
6333,Evgeny,Karlovskiy,R,1994-08-07,RUS,30.0
6334,Nicholas,Jones,U,1994-08-07,GBR,30.0
6335,Andre,Gaspar Murta,U,1994-08-08,POR,30.0
6336,Galo,Barrezueta,R,1994-08-13,ECU,30.0
6337,Matias,Franco Descotte,R,1994-08-29,ARG,30.0
6338,Pedja,Krstin,R,1994-09-03,SRB,30.0
6339,Eduard,Esteve Lobato,R,1994-09-18,ESP,30.0
6340,Jonathan,Kanar,U,1994-09-19,FRA,30.0
6341,David,Mushayev,U,1994-09-21,ISR,30.0
6342,Jae Hwan,Kim,L,1994-09-23,KOR,30.0
6343,Miki,Jankovic,R,1994-09-26,SRB,30.0
6344,Vitor,Oliveira,R,1994-09-28,BRA,30.0
6345,Connor,Farren,R,1994-10-03,USA,30.0
6346,Adam,Pavlasek,R,1994-10-08,CZE,30.0
6347,Laurent,Lokoli,R,1994-10-18,FRA,30.0
6348,Maxim,Lunkin,R,1994-10-20,RUS,30.0
6349,Ryan,Smith,U,1994-10-27,USA,30.0
6350,Csongor,Toth,U,1994-10-31,HUN,30.0
6351,Can,Altiner,R,1994-11-06,TUR,30.0
6352,Rhys Michael,Johnson,U,1994-11-07,AUS,30.0
6353,Ramkumar,Ramanathan,R,1994-11-08,IND,30.0
6354,Bernardo,Casares,R,1994-11-12,BRA,30.0
6355,Onyeka,Mbanu,R,1994-11-26,NGR,30.0
6356,Yannick,Zuern,R,1994-11-27,GER,30.0
6357,Petr,Arkhipov,U,1994-12-12,RUS,30.0
6358,Harry David,Meehan,L,1994-12-19,GBR,30.0
6359,Filip,Veger,R,1994-12-21,CRO,30.0
6360,Pol,Toledo Bague,R,1994-12-22,ESP,30.0
6361,Johannes,Schretter,R,1994-12-23,AUT,30.0
6362,Robin,Stanek,L,1995-01-03,CZE,29.0
6363,Kyle,Edmund,R,1995-01-08,GBR,29.0
6364,Eyal,Cohen,U,1995-01-12,ISR,29.0
6365,Gonzalo,Villanueva,R,1995-01-13,ARG,29.0
6366,Temur,Ismailov,R,1995-01-14,UZB,29.0
6367,Luke,Bambridge,R,1995-01-21,GBR,29.0
6368,Yuriy,Kryvoy,R,1995-01-27,UKR,29.0
6369,Or,Ram Harel,R,1995-02-01,ISR,29.0
6370,Neeraj,Elangovan,U,1995-02-02,IND,29.0
6371,Alexandre,Albarici,U,1995-02-03,BRA,29.0
6372,Mazen,Osama,U,1995-02-09,EGY,29.0
6373,Pak Long,Yeung,U,1995-02-14,HKG,29.0
6374,Andrei Stefan,Apostol,R,1995-02-25,ROU,29.0
6375,Matteo,Donati,R,1995-02-28,ITA,29.0
6376,Adrian,Bodmer,U,1995-03-06,SUI,29.0
6377,Thien Nguyen,Hoang,R,1995-03-12,VIE,29.0
6378,Frederico,Ferreira Silva,L,1995-03-18,POR,29.0
6379,Ricky,Medinilla,R,1995-03-24,MEX,29.0
6380,Igor,Smilansky,R,1995-03-26,ISR,29.0
6381,Cheng Yu,Yu,U,1995-04-02,TPE,29.0
6382,Wishaya,Trongcharoenchaikul,R,1995-04-08,THA,29.0
6383,Pedro,Cachin,R,1995-04-12,ARG,29.0
6384,Hugo,Di Feo,U,1995-04-18,CAN,29.0
6385,Adam,Sanjurjo Hermida,R,1995-04-24,ESP,29.0
6386,Nick,Kyrgios,R,1995-04-27,AUS,29.0
6387,Franko,Miocic,L,1995-05-02,CRO,29.0
6388,Albert,Alcaraz Ivorra,R,1995-05-15,ESP,29.0
6389,Chi Shan,Jao,R,1995-05-28,TPE,29.0
6390,Yuri,Andrade,U,1995-05-30,BRA,29.0
6391,Alon,Elia,U,1995-06-12,ISR,29.0
6392,Noam,Mazor,L,1995-06-25,ISR,29.0
6393,Mario,Vilella Martinez,U,1995-07-03,ESP,29.0
6394,Guillermo,Nunez,L,1995-07-22,CHI,29.0
6395,Jorge Brian,Panta Herreros,U,1995-07-22,PER,29.0
6396,Wei Jen,Chen,U,1995-07-23,TPE,29.0
6397,Lucas,Gomez,U,1995-08-11,MEX,29.0
6398,Robin Marc,Pfister,U,1995-08-11,AUS,29.0
6399,Janicije Sasha,Karic,R,1995-09-11,USA,29.0
6400,Yoshihito,Nishioka,L,1995-09-27,JPN,29.0
6401,Muhammet,Haylaz,U,1995-10-26,TUR,29.0
6402,Robert,Ziganshin,U,1995-10-26,RUS,29.0
6403,Mert,Adanali,U,1996-01-05,TUR,28.0
6404,Silas,Araujo De Cerqueira,L,1996-01-18,BRA,28.0
6405,Gianluigi,Quinzi,L,1996-02-01,ITA,28.0
6406,Daniil,Medvedev,R,1996-02-11,RUS,28.0
6407,Lautaro,Pane,U,1996-02-28,ARG,28.0
6408,Thanasi,Kokkinakis,R,1996-04-10,AUS,28.0
6409,Tal,Goldengoren,U,1996-04-16,ISR,28.0
6410,Blake,Mott,U,1996-04-21,AUS,28.0
6411,Christian,Garin,R,1996-05-30,CHI,28.0
6412,Zhuoyang,Qiu,U,1996-06-23,CHN,28.0
6413,Mateo Andres,Ruiz Naranjo,R,1996-07-15,COL,28.0
6414,Tomas,Salomon,U,1996-09-19,ARG,28.0
6415,Patrick,Ciorcila,R,1996-09-20,ROU,28.0
6416,Francisco,Bahamonde,R,1996-11-07,ARG,28.0
6417,Borna,Coric,R,1996-11-14,CRO,28.0
6418,Nelio,Mattos,R,1998-04-05,BRA,26.0
6419,A,Benson,R,,AUS,
6420,A,Escofet,R,,ESP,
6421,A,Hall,R,,AUS,
6422,A,Noffat,R,,GRE,
6423,A,Uehara,R,,JPN,
6424,Aaron,Senes,R,,AUS,
6425,Abdel,Aslam Mahmoudi,R,1935-12-30,ALG,89.0
6426,Abdul,Kahar Mim,R,,INA,
6427,Abdul,Khalek Nadini,R,1961-09-14,MAR,63.0
6428,Abrie,Du Plooy,R,,RSA,
6429,Adam,Gusky,R,,USA,
6430,Adam,Kework,R,,USA,
6431,Adam,Scheinman,R,,USA,
6432,Adolfo,Gonzalez,R,,MEX,
6433,Adrian,Popovici,R,,ROU,
6434,Adrian,Targett,R,,AUS,
6435,Aga,Soemarno,R,,INA,
6436,Akanji,Enitan,R,,NGR,
6437,Akifumi,Machidori,R,,JPN,
6438,Akinori,Naguro,R,,JPN,
6439,Akira,Kawaguchi,R,,JPN,
6440,Akira,Motomura,R,,JPN,
6441,Akshai,Misra,R,,IND,
6442,Alain,Boucher,R,,BEL,
6443,Alain,Brichant,R,,BEL,
6444,Alain,Meeus,R,,BEL,
6445,Alain,Schott,R,,FRA,
6446,Alan,Barg,L,,USA,
6447,Alan,Douglas,R,,GBR,
6448,Alan,Ritter,R,,AUS,
6449,Alan,Ross,R,,AUS,
6450,Alan,Tunik,R,,CHI,
6451,Alberto,Franco,R,,PER,
6452,Alberto,Kulmann,R,,BRA,
6453,Alberto,Martorell,R,,ESP,
6454,Alberto,Ramos,R,,MEX,
6455,Alberto,Rodriguez Pinon,R,,ESP,
6456,Alberto,Valesani,R,,ITA,
6457,Aldo,Mancinelli,R,,ARG,
6458,Aleco,Preovolas,R,,USA,
6459,Alejandro,Cerundolo,R,,ARG,
6460,Alejandro,Flores,R,,MEX,
6461,Alejandro,Lareo,R,,ESP,
6462,Alejandro,Lasaiques,R,,ARG,
6463,Alejandro,Novillo,R,,ESP,
6464,Alejandro,Ramos,R,,MEX,
6465,Alejandro,Sanz,R,,ESP,
6466,Alessandro,Bosic,R,,YUG,
6467,Alessandro,Fornaro,R,,ITA,
6468,Alessandro,Silvi,R,,ITA,
6469,Alessio,Torresi,R,,ITA,
6470,Alex,De Felipe,R,,ESP,
6471,Alex,Mas,R,,ESP,
6472,Alex,Roberman,R,,USA,
6473,Alex,Rouse,R,,GBR,
6474,Alexander,Bogomolov,R,,RUS,
6475,Alexander,Demidenko,R,,RUS,
6476,Alexander,Marcial,R,,PHI,
6477,Alexander,Von Hugo,R,,GER,
6478,Alexander,Windisch,R,,GER,
6479,Alexandre,Ahr,R,,SUI,
6480,Alexandre,Almeida,R,,BRA,
6481,Alexandre,Chamereau,R,,FRA,
6482,Alexandre,Diaz,R,,BRA,
6483,Alexey,Sergeev,R,,RUS,
6484,Alfio,Di Mauro,R,,ITA,
6485,Alfonso,Gonzalez,R,,MEX,
6486,Alfonso,Honrado,R,,ESP,
6487,Alfonso,Perez Penate,R,,ESP,
6488,Alfred,Dundalek,R,,AUT,
6489,Alfredo,Rivera,R,,CHI,
6490,Ali,Madani,R,,IRI,
6491,Alkis,Papamichael,R,,CYP,
6492,Allan,Manussoff,R,,USA,
6493,Allen,Farfour,R,,USA,
6494,Alvaro,Garron,R,,BOL,
6495,Aly,El Dawoudi,R,,EGY,
6496,Amando,Santos,R,,BRA,
6497,Amani,Jumatano,R,,BUR,
6498,Amir,Tewfik,R,,EGY,
6499,Amirben,Barua,R,,IND,
6500,Amit,Ben David,R,,ISR,
6501,Amr,El Sawaf,R,,EGY,
